cid,Iso_smiles,Type,Canonical_smiles
16748011,C1=CN(C(=O)NC1=S)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)F,Thymidine,O=c1[nH]c(=S)ccn1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1F
21116192,C1[C@@H](O[C@@H](C1F)CO)N2C=C(C(=O)NC2=O)I,Thymidine,O=c1[nH]c(=O)n([C@H]2CC(F)[C@@H](CO)O2)cc1I
21120755,C1C(OC(S1)CO)N2C=C(C(=O)NC2=O)F,Thymidine,O=c1[nH]c(=O)n(C2CSC(CO)O2)cc1F
22806356,CC1=CN(C(=O)NC1=O)[C@H]2CC[C@H](O2)CON,Thymidine,Cc1cn([C@H]2CC[C@@H](CON)O2)c(=O)[nH]c1=O
22895138,C[C@@H]1[C@H](C[C@@H](O1)N2C=C(C(=O)NC2=O)I)O,Thymidine,C[C@H]1O[C@@H](n2cc(I)c(=O)[nH]c2=O)C[C@@H]1O
29978508,C1=CN(C(=O)NC1=O)[C@H]2C([C@H]([C@H](O2)CO)O)(F)F,Thymidine,O=c1ccn([C@@H]2O[C@H](CO)[C@H](O)C2(F)F)c(=O)[nH]1
42624707,CC(=O)OC[C@@H]1[C@H](C[C@@H](O1)N2C=CC(=O)NC2=O)O,Thymidine,CC(=O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)C[C@@H]1O
44292127,C1[C@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CO)N,Thymidine,N[C@@H]1C[C@H](n2ccc(=O)[nH]c2=O)O[C@@H]1CO
44629858,C[C@@H]1[C@H](C([C@@H](O1)N2C=C(C(=O)NC2=O)F)O)O,Thymidine,C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)C(O)[C@@H]1O
45051593,C1CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)N=[N+]=[N-],Thymidine,[N-]=[N+]=N[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1N1CCC(=O)NC1=O
46242340,C1[C@@H]([C@H](O[C@H]1C2=CN=C(N=C2Cl)Cl)CO)O,Thymidine,OC[C@H]1O[C@@H](c2cnc(Cl)nc2Cl)C[C@@H]1O
53470632,CC1C(N(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O)O,Thymidine,CC1C(=O)NC(=O)N([C@H]2C[C@H](O)[C@@H](CO)O2)C1O
53657227,C#CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)COP(=O)(O)O)O,Thymidine,C#Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]c1=O
53777786,C1=COC(=C1)N2C=C(C(=O)NC2=O)F,Thymidine,O=c1[nH]c(=O)n(-c2ccco2)cc1F
54021277,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)N)F,Thymidine,N[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cc(F)c(=O)[nH]c1=O
54183420,C1C=CO[C@H]1N2C=C(C(=O)NC2=O)F,Thymidine,O=c1[nH]c(=O)n([C@H]2CC=CO2)cc1F
54206438,CC1=CN(C(=O)NC1=O)C2=CC=CO2,Thymidine,Cc1cn(-c2ccco2)c(=O)[nH]c1=O
54235934,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)S)COP(=O)(O)O)O,Thymidine,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)cc1S
57173805,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)Cl)F,Thymidine,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2Cl)cc1F
57223801,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)Br)Br,Thymidine,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2Br)cc1Br
67463685,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)I,Thymidine,Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2I)c(=O)[nH]c1=O
71315467,CC1=CN(C(=O)NC1=O)[C@H]2C([C@H]([C@H](O2)CO)O)(F)F,Thymidine,Cc1cn([C@@H]2O[C@H](CO)[C@H](O)C2(F)F)c(=O)[nH]c1=O
71315522,C1[C@H]([C@H](O[C@H]1[15N]2C=CC(=O)[15NH][13C]2=O)CO)O,Thymidine,O=c1cc[15n]([C@H]2C[C@@H](O)[C@@H](CO)O2)[13c](=O)[15nH]1
71324527,C1C(C(OC1N2C=CC(=O)NC2=O)CO)Br,Thymidine,O=c1ccn(C2CC(Br)C(CO)O2)c(=O)[nH]1
71367841,C[C@@H]1C[C@H]([C@@H](O1)N2C=CC(=O)NC2=O)O,Thymidine,C[C@@H]1C[C@@H](O)[C@H](n2ccc(=O)[nH]c2=O)O1
71371593,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)OCC(=O)N)CO)O,Thymidine,NC(=O)COc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
71420849,CCOC=CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,Thymidine,CCOC=Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
71421156,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C=CBr)CI)O,Thymidine,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CI)O2)cc1C=CBr
71434333,C1CC(OC1)[15N]2C=C(C(=O)[15NH][13C]2=O)F,Thymidine,O=c1[15nH][13c](=O)[15n](C2CCCO2)cc1F
71443381,C[C@@H]1[C@H](N(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O)O,Thymidine,C[C@H]1C(=O)NC(=O)N([C@H]2C[C@H](O)[C@@H](CO)O2)[C@@H]1O
71762721,CC1=NC(=C(C=C1)[C@H]2C[C@@H]([C@H](O2)CO)O)N,Thymidine,Cc1ccc([C@H]2C[C@H](O)[C@@H](CO)O2)c(N)n1
76844602,C1CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)Cl,Thymidine,O=C1CCN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2Cl)C(=O)N1
77174437,CC1CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)F,Thymidine,CC1CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2F)C(=O)NC1=O
89341487,C#CC1=CN(C(=O)NC1=O)[C@H]2C[C@H]([C@H](O2)CO)O,Thymidine,C#Cc1cn([C@H]2C[C@@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
91884695,C1=CN(C(=NC1=O)N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,Thymidine,Nc1nc(=O)ccn1[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
101442054,C[C@@H]1[C@H](O[C@H]([C@@H]1O)N2C=C(C(=O)NC2=O)C)CO,Thymidine,Cc1cn([C@@H]2O[C@H](CO)[C@@H](C)[C@H]2O)c(=O)[nH]c1=O
102355159,C1[C@@H]([C@H](O[C@H]1C2=CSC(=N2)N)CO)O,Thymidine,Nc1nc([C@H]2C[C@H](O)[C@@H](CO)O2)cs1
122220071,C[C@@H]1[C@H](O[C@H]([C@@H]1O)N2C=C(C(=O)NC2=O)F)CO,Thymidine,C[C@@H]1[C@@H](CO)O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@@H]1O
135708260,C([C@@H]1[C@H]([C@@H]([C@@H](O1)N2C3=C(C(=O)NC(=N3)N)NC2=O)O)O)O,Thymidine,Nc1nc2c([nH]c(=O)n2[C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)[nH]1
136353600,C1[C@@H]([C@H](O[C@H]1N2C3=C(C(=O)NC=N3)N=C2Br)CO)O,Thymidine,O=c1[nH]cnc2c1nc(Br)n2[C@H]1C[C@H](O)[C@@H](CO)O1
145711906,C1=C(C(=O)NC(=O)N1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)F,Thymidine,O=c1[nH]cc([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2F)c(=O)[nH]1
65119,CC1=CN(C(=O)NC1=O)[C@H]2CC[C@H](O2)CO,Thymidine,Cc1cn([C@H]2CC[C@@H](CO)O2)c(=O)[nH]c1=O
65120,C[C@@H]1[C@H](C[C@@H](O1)N2C=C(C(=O)NC2=O)C)O,Thymidine,Cc1cn([C@H]2C[C@H](O)[C@@H](C)O2)c(=O)[nH]c1=O
100533,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)C(=O)O)O,Thymidine,Cc1cn([C@H]2C[C@H](O)[C@@H](C(=O)O)O2)c(=O)[nH]c1=O
279519,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)OC(=O)C,Thymidine,CC(=O)OC1CC(n2cc(C)c(=O)[nH]c2=O)OC1CO
451452,CCC1=CN(C(=O)NC1=O)[C@H]2CC[C@H](O2)CO,Thymidine,CCc1cn([C@H]2CC[C@@H](CO)O2)c(=O)[nH]c1=O
452166,C1C[C@@H](O[C@@H]1CO)N2C=C(C(=O)NC2=O)Cl,Thymidine,O=c1[nH]c(=O)n([C@H]2CC[C@@H](CO)O2)cc1Cl
455171,C1[C@@H](O[C@@H](S1)CO)N2C=C(C(=O)NC2=O)Cl,Thymidine,O=c1[nH]c(=O)n([C@H]2CS[C@@H](CO)O2)cc1Cl
499785,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)N,Thymidine,Cc1cn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2N)c(=O)[nH]c1=O
10125531,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)/C=C/C(=O)O)CO)O,Thymidine,O=C(O)/C=C/c1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
10922698,CC1=CN(C(=O)NC1=O)[C@H]2C[C@H]([C@H](O2)CO)N,Thymidine,Cc1cn([C@H]2C[C@@H](N)[C@@H](CO)O2)c(=O)[nH]c1=O
10956375,C1[C@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)Cl)CO)O,Thymidine,O=c1[nH]c(=O)n([C@H]2C[C@@H](O)[C@@H](CO)O2)cc1Cl
12803287,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O,Thymidine,Cc1cn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O
14825075,C1=CC(=C[N+](=C1)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)F)C(=O)N,Thymidine,NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)c1
70700658,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)N=[N+]=[N-],Thymidine,Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2N=[N+]=[N-])c(=O)[nH]c1=O
264088,CC1=CN(C(=O)NC1=O)C2CC3C(O2)CO3,Thymidine,Cc1cn(C2CC3OCC3O2)c(=O)[nH]c1=O
451825,C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CN=[N+]=[N-])O,Thymidine,[N-]=[N+]=NC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)C[C@@H]1O
451833,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)OCC(=O)O,Thymidine,Cc1cn([C@H]2C[C@H](OCC(=O)O)[C@@H](CO)O2)c(=O)[nH]c1=O
452055,CC1=CN(C(=O)NC1=O)[C@H]2C[C@H]([C@H](O2)CO)C#N,Thymidine,Cc1cn([C@H]2C[C@@H](C#N)[C@@H](CO)O2)c(=O)[nH]c1=O
452277,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@](O2)(CO)C#N)O,Thymidine,Cc1cn([C@H]2C[C@H](O)[C@@](C#N)(CO)O2)c(=O)[nH]c1=O
453016,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)COC(=O)C)F,Thymidine,CC(=O)OC[C@H]1O[C@@H](n2cc(C)c(=O)[nH]c2=O)C[C@@H]1F
453631,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H](C(O2)(CO)CO)O,Thymidine,Cc1cn([C@H]2C[C@H](O)C(CO)(CO)O2)c(=O)[nH]c1=O
453656,C1[C@@H]([C@](O[C@H]1N2C=CC(=O)NC2=O)(CO)C#N)O,Thymidine,N#C[C@]1(CO)O[C@@H](n2ccc(=O)[nH]c2=O)C[C@@H]1O
454243,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H](C(O2)[C@H](CO)O)N=[N+]=[N-],Thymidine,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])C([C@@H](O)CO)O2)c(=O)[nH]c1=O
464364,CSC1=NC(=O)N(C=C1)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-],Thymidine,CSc1ccn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)n1
469088,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)CCO)CO)N=[N+]=[N-],Thymidine,[N-]=[N+]=N[C@H]1C[C@H](n2cc(CCO)c(=O)[nH]c2=O)O[C@@H]1CO
469089,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)CCON)CO)N=[N+]=[N-],Thymidine,[N-]=[N+]=N[C@H]1C[C@H](n2cc(CCON)c(=O)[nH]c2=O)O[C@@H]1CO
483923,CCC(C)C1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](S2)CO)O,Thymidine,CCC(C)c1cn([C@H]2C[C@H](O)[C@@H](CO)S2)c(=O)[nH]c1=O
483926,C=CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](S2)CO)O,Thymidine,C=Cc1cn([C@H]2C[C@H](O)[C@@H](CO)S2)c(=O)[nH]c1=O
483927,CC(=C)C1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](S2)CO)O,Thymidine,C=C(C)c1cn([C@H]2C[C@H](O)[C@@H](CO)S2)c(=O)[nH]c1=O
483937,C1[C@@H]([C@H](S[C@H]1N2C=C(C(=O)NC2=O)CCCl)CO)O,Thymidine,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)S2)cc1CCCl
483943,COC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](S2)CO)O,Thymidine,COc1cn([C@H]2C[C@H](O)[C@@H](CO)S2)c(=O)[nH]c1=O
483945,C1[C@@H]([C@H](S[C@H]1N2C=C(C(=O)NC2=O)Cl)CO)O,Thymidine,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)S2)cc1Cl
484779,C1[C@H](S[C@H]([C@@H]1F)N2C=CC(=O)NC2=O)CO,Thymidine,O=c1ccn([C@@H]2S[C@H](CO)C[C@H]2F)c(=O)[nH]1
511984,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(=C(Cl)Cl)F)CO)O,Thymidine,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)=C(Cl)Cl
515103,C[C@@H]1[C@H]([C@@H]([C@@H](O1)N2C=C(C(=O)NC2=O)I)F)O,Thymidine,C[C@H]1O[C@@H](n2cc(I)c(=O)[nH]c2=O)[C@@H](F)[C@@H]1O
587457,C1C(C(OC1C2=CNC(=O)NC2=O)CO)O,Thymidine,O=c1[nH]cc(C2CC(O)C(CO)O2)c(=O)[nH]1
641065,CCOC1=NC(=O)C=CN1[C@H]2C[C@@H]([C@H](O2)CO)F,Thymidine,CCOc1nc(=O)ccn1[C@H]1C[C@H](F)[C@@H](CO)O1
2982085,C1CC(OC1)N2C=C(C(=O)NC2=O)Br,Thymidine,O=c1[nH]c(=O)n(C2CCCO2)cc1Br
3005556,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(C(Br)I)O)CO)O,Thymidine,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(O)C(Br)I
3505393,C1C(C(OC1N2C=CC(=S)NC2=O)CO)O,Thymidine,O=c1[nH]c(=S)ccn1C1CC(O)C(CO)O1
5271958,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(CO)O)CO)O,Thymidine,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(O)CO
5274085,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)/C=C/Br)CO)F,Thymidine,O=c1[nH]c(=O)n([C@H]2C[C@H](F)[C@@H](CO)O2)cc1/C=C/Br
9877929,C1[C@H](O[C@H]([C@@H]1N)N2C=CC(=O)NC2=O)CO,Thymidine,N[C@@H]1C[C@@H](CO)O[C@H]1n1ccc(=O)[nH]c1=O
9992804,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)F)CON)O,Thymidine,NOC[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)C[C@@H]1O
10015599,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)Cl)C=O)F,Thymidine,O=C[C@H]1O[C@@H](n2cc(Cl)c(=O)[nH]c2=O)C[C@@H]1F
10083846,CS[C@H]1C[C@@H](O[C@@H]1CO)N2C=CC(=O)NC2=O,Thymidine,CS[C@H]1C[C@H](n2ccc(=O)[nH]c2=O)O[C@@H]1CO
10085104,CCOC1=NC(=O)C=CN1[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-],Thymidine,CCOc1nc(=O)ccn1[C@H]1C[C@H](N=[N+]=[N-])[C@@H](CO)O1
10333430,CCS[C@H]1C[C@@H](O[C@@H]1CO)N2C=CC(=O)NC2=O,Thymidine,CCS[C@H]1C[C@H](n2ccc(=O)[nH]c2=O)O[C@@H]1CO
10445070,CCOC1=NC(=O)C=CN1[C@H]2C[C@@H]([C@H](O2)CO)N,Thymidine,CCOc1nc(=O)ccn1[C@H]1C[C@H](N)[C@@H](CO)O1
10754975,C1[C@@H]([C@](O[C@H]1N2C=CC(=O)NC2=O)(CO)CCl)O,Thymidine,O=c1ccn([C@H]2C[C@H](O)[C@](CO)(CCl)O2)c(=O)[nH]1
10780244,COCC#CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,Thymidine,COCC#Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
10848780,C1[C@@H](C(O[C@H]1N2C=CC(=O)NC2=O)(CO)CO)O,Thymidine,O=c1ccn([C@H]2C[C@H](O)C(CO)(CO)O2)c(=O)[nH]1
12151656,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CON)O)F,Thymidine,Cc1cn([C@@H]2O[C@H](CON)[C@@H](O)[C@H]2F)c(=O)[nH]c1=O
13387404,CCOC[C@@H]1[C@H](C[C@@H](O1)N2C=C(C(=O)NC2=O)C(F)(F)F)O,Thymidine,CCOC[C@H]1O[C@@H](n2cc(C(F)(F)F)c(=O)[nH]c2=O)C[C@@H]1O
14351078,CC[C@@H]1[C@H](C[C@@H](O1)N2C=C(C(=O)NC2=O)C)O,Thymidine,CC[C@H]1O[C@@H](n2cc(C)c(=O)[nH]c2=O)C[C@@H]1O
14376122,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)SC(F)(F)F)CO)O,Thymidine,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1SC(F)(F)F
14484797,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(C(O)I)Br)CO)O,Thymidine,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(Br)C(O)I
15742010,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)Cl)CI)O,Thymidine,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CI)O2)cc1Cl
15928623,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)/C=C/[N+](=O)[O-],Thymidine,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1/C=C/[N+](=O)[O-]
16080049,CC1=CN(C(=O)NC1=O)[C@H]2[C@H]([C@@H](C(O2)(CO)CO)O)O,Thymidine,Cc1cn([C@@H]2OC(CO)(CO)[C@@H](O)[C@@H]2O)c(=O)[nH]c1=O
18633466,CCC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)C)O,Thymidine,CCc1cn([C@H]2C[C@H](O)[C@@H](C)O2)c(=O)[nH]c1=O
21139860,COC1C(C(=O)NC(=O)N1[C@H]2C[C@@H]([C@H](O2)CO)O)(F)Br,Thymidine,COC1N([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC(=O)C1(F)Br
21625759,COC1=CN(C(=S)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-],Thymidine,COc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=S)[nH]c1=O
23541118,C1[C@@H]([C@@](O[C@H]1N2C=CC(=O)NC2=O)(CN)CO)O,Thymidine,NC[C@]1(CO)O[C@@H](n2ccc(=O)[nH]c2=O)C[C@@H]1O
24822456,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@](S2)(CO)OC)O,Thymidine,CO[C@]1(CO)S[C@@H](n2cc(C)c(=O)[nH]c2=O)C[C@@H]1O
24822457,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@](S2)(CO)C#N)O,Thymidine,Cc1cn([C@H]2C[C@H](O)[C@@](C#N)(CO)S2)c(=O)[nH]c1=O
24823117,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@](S2)(CO)N=[N+]=[N-])O,Thymidine,Cc1cn([C@H]2C[C@H](O)[C@](CO)(N=[N+]=[N-])S2)c(=O)[nH]c1=O
24823119,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@](S2)(CO)C#C)O,Thymidine,C#C[C@]1(CO)S[C@@H](n2cc(C)c(=O)[nH]c2=O)C[C@@H]1O
54070888,C1CC1C2=CN(C(=O)NC2=O)[C@H]3C[C@@H]([C@H](O3)CN=[N+]=[N-])O,Thymidine,[N-]=[N+]=NC[C@H]1O[C@@H](n2cc(C3CC3)c(=O)[nH]c2=O)C[C@@H]1O
54263083,C1CC(O[C@H]1N2C=CC(=O)NC2=O)(CO)CO,Thymidine,O=c1ccn([C@H]2CCC(CO)(CO)O2)c(=O)[nH]1
54377788,C1CC1C2=CN(C(=O)NC2=O)[C@H]3C[C@@H]([C@H](O3)CN)O,Thymidine,NC[C@H]1O[C@@H](n2cc(C3CC3)c(=O)[nH]c2=O)C[C@@H]1O
54555880,C1[C@@H]([C@H](S[C@H]1N2C=C(C(=O)NC2=O)N)CO)O,Thymidine,Nc1cn([C@H]2C[C@H](O)[C@@H](CO)S2)c(=O)[nH]c1=O
54558447,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)F)CO)N,Thymidine,N[C@H]1C[C@H](n2cc(F)c(=O)[nH]c2=O)O[C@@H]1CO
56606362,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CSCCO)O,Thymidine,Cc1cn([C@H]2C[C@H](O)[C@@H](CSCCO)O2)c(=O)[nH]c1=O
56607506,C[C@@H]1[C@H](C[C@@H](O1)N2C=C(C(=O)NC2=O)C)N,Thymidine,Cc1cn([C@H]2C[C@H](N)[C@@H](C)O2)c(=O)[nH]c1=O
57259416,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=O)NC2=O)F)O,Thymidine,C[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](F)[C@@H]1O
59628352,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](S2)CO)O)F,Thymidine,O=c1ccn([C@@H]2S[C@H](CO)[C@@H](O)[C@H]2F)c(=O)[nH]1
67327211,CC1=CN(C(=O)NC1=O)[C@H]2[C@H]3[C@@H]([C@@](O2)(COCO3)CO)O,Thymidine,Cc1cn([C@@H]2O[C@@]3(CO)COCO[C@@H]2[C@@H]3O)c(=O)[nH]c1=O
69459168,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)N)I,Thymidine,N[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cc(I)c(=O)[nH]c1=O
86645125,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)/C=C/Br)CN)O,Thymidine,NC[C@H]1O[C@@H](n2cc(/C=C/Br)c(=O)[nH]c2=O)C[C@@H]1O
86751178,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)N=[N+]=[N-])I,Thymidine,[N-]=[N+]=N[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cc(I)c(=O)[nH]c1=O
90673699,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)OCC(=O)O)CO)O,Thymidine,O=C(O)COc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
121006761,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)C(C(=O)CCl)O)O,Thymidine,Cc1cn([C@H]2C[C@H](O)[C@@H](C(O)C(=O)CCl)O2)c(=O)[nH]c1=O
121015029,C=C(C1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O)C(F)(F)F,Thymidine,C=C(c1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O)C(F)(F)F
121487031,CN(C)C1=NC(=O)N(C=C1COC)[C@H]2CC([C@H](O2)CO)O,Thymidine,COCc1cn([C@H]2CC(O)[C@@H](CO)O2)c(=O)nc1N(C)C
121487058,C[C@@]1(C[C@@H](O[C@@H]1CI)N2C=CC(=O)NC2=O)O,Thymidine,C[C@]1(O)C[C@H](n2ccc(=O)[nH]c2=O)O[C@@H]1CI
121487059,C[C@H]1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)C=C)O,Thymidine,C=C[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@@H](C)[C@@H]1O
121487067,C#CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)F)F,Thymidine,C#Cc1cn([C@@H]2O[C@H](CO)[C@@H](F)[C@H]2F)c(=O)[nH]c1=O
121487074,C1[C@@H](O[C@@H](C1C(F)(F)F)CO)N2C=CC(=O)NC2=O,Thymidine,O=c1ccn([C@H]2CC(C(F)(F)F)[C@@H](CO)O2)c(=O)[nH]1
121487082,C1C[C@](O[C@H]1N2C=CC(=O)NC2=O)(CO)C(O)O,Thymidine,O=c1ccn([C@H]2CC[C@](CO)(C(O)O)O2)c(=O)[nH]1
121487083,C1C[C@@](O[C@H]1N2C=CC(=O)NC2=O)(CO)C(O)O,Thymidine,O=c1ccn([C@H]2CC[C@@](CO)(C(O)O)O2)c(=O)[nH]1
121487089,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=S)NC2=O)SC(F)(F)F)CO)O,Thymidine,O=c1[nH]c(=S)c(SC(F)(F)F)cn1[C@H]1C[C@H](O)[C@@H](CO)O1
