,Statistics,Pvalues,Difference_mean,Log_P
B09[S-B],0.0,1.0,,-0.0
B09[S-Si],0.0,1.0,,-0.0
B09[S-X],0.0,1.0,,-0.0
B09[P-P],0.0,1.0,,-0.0
B09[P-F],0.0,1.0,,-0.0
B09[P-Cl],0.0,1.0,,-0.0
B09[P-Br],0.0,1.0,,-0.0
B09[P-I],0.0,1.0,,-0.0
B09[P-B],0.0,1.0,,-0.0
B09[P-Si],0.0,1.0,,-0.0
B09[P-X],0.0,1.0,,-0.0
B09[F-F],0.0,1.0,,-0.0
B09[F-Cl],0.0,1.0,,-0.0
B09[F-Br],0.0,1.0,,-0.0
B09[F-I],0.0,1.0,,-0.0
B09[F-B],0.0,1.0,,-0.0
B09[F-Si],0.0,1.0,,-0.0
B09[F-X],0.0,1.0,,-0.0
B09[Cl-Cl],0.0,1.0,,-0.0
B09[Cl-Br],0.0,1.0,,-0.0
B09[Cl-I],0.0,1.0,,-0.0
B09[Cl-B],0.0,1.0,,-0.0
B09[Cl-Si],0.0,1.0,,-0.0
B09[Cl-X],0.0,1.0,,-0.0
B09[Br-Br],0.0,1.0,,-0.0
B09[Br-I],0.0,1.0,,-0.0
B09[Br-B],0.0,1.0,,-0.0
B09[Br-Si],0.0,1.0,,-0.0
B09[Br-X],0.0,1.0,,-0.0
B09[I-I],0.0,1.0,,-0.0
B09[I-B],0.0,1.0,,-0.0
B09[I-Si],0.0,1.0,,-0.0
B09[I-X],0.0,1.0,,-0.0
B09[B-B],0.0,1.0,,-0.0
B09[B-Si],0.0,1.0,,-0.0
B09[B-X],0.0,1.0,,-0.0
B09[Si-Si],0.0,1.0,,-0.0
B09[Si-X],0.0,1.0,,-0.0
B09[X-X],0.0,1.0,,-0.0
B10[C-C],0.32856437033638547,0.7424849824604745,0.5,0.2977526341522821
B10[C-N],0.10952145677879514,0.9127889040869848,0.5,0.09125063641636608
B10[C-O],0.32856437033638547,0.7424849824604745,0.5,0.2977526341522821
B10[C-S],0.0,1.0,,-0.0
B10[C-P],0.0,1.0,,-0.0
B10[C-F],1.7523433084607223,0.07971479329667566,,2.529300098155391
B10[C-Cl],0.0,1.0,,-0.0
B10[C-Br],0.0,1.0,,-0.0
B10[C-I],0.0,1.0,,-0.0
B10[C-B],0.0,1.0,,-0.0
B10[C-Si],0.0,1.0,,-0.0
B10[C-X],0.0,1.0,,-0.0
B10[N-N],0.05764287198883955,0.9540330995169046,,0.047056912625343617
B10[N-O],-0.1671643287676347,0.8672407509628441,,0.14243865797687377
B10[N-S],0.0,1.0,,-0.0
B10[N-P],0.0,1.0,,-0.0
B10[N-F],0.0,1.0,,-0.0
B10[N-Cl],0.0,1.0,,-0.0
B10[N-Br],0.0,1.0,,-0.0
B10[N-I],0.0,1.0,,-0.0
B10[N-B],0.0,1.0,,-0.0
B10[N-Si],0.0,1.0,,-0.0
B10[N-X],0.0,1.0,,-0.0
B10[O-O],2.438293485127913,0.014756787808631738,,4.216052111635732
B10[O-S],0.0,1.0,,-0.0
B10[O-P],0.0,1.0,,-0.0
B10[O-F],0.0,1.0,,-0.0
B10[O-Cl],0.0,1.0,,-0.0
B10[O-Br],0.0,1.0,,-0.0
B10[O-I],0.0,1.0,,-0.0
B10[O-B],0.0,1.0,,-0.0
B10[O-Si],0.0,1.0,,-0.0
B10[O-X],0.0,1.0,,-0.0
B10[S-S],0.0,1.0,,-0.0
B10[S-P],0.0,1.0,,-0.0
B10[S-F],0.0,1.0,,-0.0
B10[S-Cl],0.0,1.0,,-0.0
B10[S-Br],0.0,1.0,,-0.0
B10[S-I],0.0,1.0,,-0.0
B10[S-B],0.0,1.0,,-0.0
B10[S-Si],0.0,1.0,,-0.0
B10[S-X],0.0,1.0,,-0.0
B10[P-P],0.0,1.0,,-0.0
B10[P-F],0.0,1.0,,-0.0
B10[P-Cl],0.0,1.0,,-0.0
B10[P-Br],0.0,1.0,,-0.0
B10[P-I],0.0,1.0,,-0.0
B10[P-B],0.0,1.0,,-0.0
B10[P-Si],0.0,1.0,,-0.0
B10[P-X],0.0,1.0,,-0.0
B10[F-F],0.0,1.0,,-0.0
B10[F-Cl],0.0,1.0,,-0.0
B10[F-Br],0.0,1.0,,-0.0
B10[F-I],0.0,1.0,,-0.0
B10[F-B],0.0,1.0,,-0.0
B10[F-Si],0.0,1.0,,-0.0
B10[F-X],0.0,1.0,,-0.0
B10[Cl-Cl],0.0,1.0,,-0.0
B10[Cl-Br],0.0,1.0,,-0.0
B10[Cl-I],0.0,1.0,,-0.0
B10[Cl-B],0.0,1.0,,-0.0
B10[Cl-Si],0.0,1.0,,-0.0
B10[Cl-X],0.0,1.0,,-0.0
B10[Br-Br],0.0,1.0,,-0.0
B10[Br-I],0.0,1.0,,-0.0
B10[Br-B],0.0,1.0,,-0.0
B10[Br-Si],0.0,1.0,,-0.0
B10[Br-X],0.0,1.0,,-0.0
B10[I-I],0.0,1.0,,-0.0
B10[I-B],0.0,1.0,,-0.0
B10[I-Si],0.0,1.0,,-0.0
B10[I-X],0.0,1.0,,-0.0
B10[B-B],0.0,1.0,,-0.0
B10[B-Si],0.0,1.0,,-0.0
B10[B-X],0.0,1.0,,-0.0
B10[Si-Si],0.0,1.0,,-0.0
B10[Si-X],0.0,1.0,,-0.0
B10[X-X],0.0,1.0,,-0.0
F01[C-C],0.36891438072857313,0.7121915439891383,0.8888888888888888,0.33940838129355877
F01[C-N],0.6628930278716548,0.5073990673798151,0.8888888888888888,0.6784574698560607
F01[C-O],-0.5937215814850474,0.5526983460076642,1.0,0.5929429127154016
F01[C-S],0.0,1.0,,-0.0
F01[C-P],0.0,1.0,,-0.0
F01[C-F],1.539064682102016,0.12378850614882354,,2.0891807651352448
F01[C-Cl],0.0,1.0,,-0.0
F01[C-Br],0.43808582711518057,0.6613240680116785,,0.41351128996655656
F01[C-I],-0.1902214775631705,0.8491355817199183,,0.1635364096376257
F01[C-B],0.0,1.0,,-0.0
F01[C-Si],0.0,1.0,,-0.0
F01[C-X],0.0,1.0,,-0.0
F01[N-N],-2.1731362739792512,0.02977006230412211,,3.514252011107394
F01[N-O],0.43808582711518057,0.6613240680116785,,0.41351128996655656
F01[N-S],0.0,1.0,,-0.0
F01[N-P],0.0,1.0,,-0.0
F01[N-F],0.0,1.0,,-0.0
F01[N-Cl],0.0,1.0,,-0.0
F01[N-Br],0.0,1.0,,-0.0
F01[N-I],0.0,1.0,,-0.0
F01[N-B],0.0,1.0,,-0.0
F01[N-Si],0.0,1.0,,-0.0
F01[N-X],0.0,1.0,,-0.0
F01[O-O],0.0,1.0,,-0.0
F01[O-S],0.0,1.0,,-0.0
F01[O-P],0.0,1.0,,-0.0
F01[O-F],0.0,1.0,,-0.0
F01[O-Cl],0.0,1.0,,-0.0
F01[O-Br],0.0,1.0,,-0.0
F01[O-I],0.0,1.0,,-0.0
F01[O-B],0.0,1.0,,-0.0
F01[O-Si],0.0,1.0,,-0.0
F01[O-X],0.0,1.0,,-0.0
F01[S-S],0.0,1.0,,-0.0
F01[S-P],0.0,1.0,,-0.0
F01[S-F],0.0,1.0,,-0.0
F01[S-Cl],0.0,1.0,,-0.0
F01[S-Br],0.0,1.0,,-0.0
F01[S-I],0.0,1.0,,-0.0
F01[S-B],0.0,1.0,,-0.0
F01[S-Si],0.0,1.0,,-0.0
F01[S-X],0.0,1.0,,-0.0
F01[P-P],0.0,1.0,,-0.0
F01[P-F],0.0,1.0,,-0.0
F01[P-Cl],0.0,1.0,,-0.0
F01[P-Br],0.0,1.0,,-0.0
F01[P-I],0.0,1.0,,-0.0
F01[P-B],0.0,1.0,,-0.0
F01[P-Si],0.0,1.0,,-0.0
F01[P-X],0.0,1.0,,-0.0
F01[F-F],0.0,1.0,,-0.0
F01[F-Cl],0.0,1.0,,-0.0
F01[F-Br],0.0,1.0,,-0.0
F01[F-I],0.0,1.0,,-0.0
F01[F-B],0.0,1.0,,-0.0
F01[F-Si],0.0,1.0,,-0.0
F01[F-X],0.0,1.0,,-0.0
F01[Cl-Cl],0.0,1.0,,-0.0
F01[Cl-Br],0.0,1.0,,-0.0
F01[Cl-I],0.0,1.0,,-0.0
F01[Cl-B],0.0,1.0,,-0.0
F01[Cl-Si],0.0,1.0,,-0.0
F01[Cl-X],0.0,1.0,,-0.0
F01[Br-Br],0.0,1.0,,-0.0
F01[Br-I],0.0,1.0,,-0.0
F01[Br-B],0.0,1.0,,-0.0
F01[Br-Si],0.0,1.0,,-0.0
F01[Br-X],0.0,1.0,,-0.0
F01[I-I],0.0,1.0,,-0.0
F01[I-B],0.0,1.0,,-0.0
F01[I-Si],0.0,1.0,,-0.0
F01[I-X],0.0,1.0,,-0.0
F01[B-B],0.0,1.0,,-0.0
F01[B-Si],0.0,1.0,,-0.0
F01[B-X],0.0,1.0,,-0.0
F01[Si-Si],0.0,1.0,,-0.0
F01[Si-X],0.0,1.0,,-0.0
F01[X-X],0.0,1.0,,-0.0
F02[C-C],-0.14987146717098285,0.8808660233255833,1.0384615384615385,0.12684973802052568
F02[C-N],-1.8272790420462137,0.06765782471039516,1.1666666666666667,2.6932922664509418
F02[C-O],-1.1298002909812552,0.2585603855850892,1.1428571428571428,1.3526260123715534
F02[C-S],0.0,1.0,,-0.0
F02[C-P],0.0,1.0,,-0.0
F02[C-F],1.539064682102016,0.12378850614882354,,2.0891807651352448
F02[C-Cl],0.0,1.0,,-0.0
F02[C-Br],0.0,1.0,,-0.0
F02[C-I],-0.1902214775631705,0.8491355817199183,,0.1635364096376257
F02[C-B],0.0,1.0,,-0.0
F02[C-Si],0.0,1.0,,-0.0
F02[C-X],0.0,1.0,,-0.0
F02[N-N],0.7551216230537982,0.4501760101494119,1.0,0.7981166390252439
F02[N-O],-0.259392923949778,0.7953320887989355,1.3333333333333333,0.22899552978958346
F02[N-S],0.0,1.0,,-0.0
F02[N-P],0.0,1.0,,-0.0
F02[N-F],0.0,1.0,,-0.0
F02[N-Cl],0.0,1.0,,-0.0
F02[N-Br],0.43808582711518057,0.6613240680116785,,0.41351128996655656
F02[N-I],0.0,1.0,,-0.0
F02[N-B],0.0,1.0,,-0.0
F02[N-Si],0.0,1.0,,-0.0
F02[N-X],0.0,1.0,,-0.0
F02[O-O],0.42079296551852874,0.6739062688008323,,0.3946642448016301
F02[O-S],0.0,1.0,,-0.0
F02[O-P],0.0,1.0,,-0.0
F02[O-F],0.0,1.0,,-0.0
F02[O-Cl],0.0,1.0,,-0.0
F02[O-Br],0.0,1.0,,-0.0
F02[O-I],0.0,1.0,,-0.0
F02[O-B],0.0,1.0,,-0.0
F02[O-Si],0.0,1.0,,-0.0
F02[O-X],0.0,1.0,,-0.0
F02[S-S],0.0,1.0,,-0.0
F02[S-P],0.0,1.0,,-0.0
F02[S-F],0.0,1.0,,-0.0
F02[S-Cl],0.0,1.0,,-0.0
F02[S-Br],0.0,1.0,,-0.0
F02[S-I],0.0,1.0,,-0.0
F02[S-B],0.0,1.0,,-0.0
F02[S-Si],0.0,1.0,,-0.0
F02[S-X],0.0,1.0,,-0.0
F02[P-P],0.0,1.0,,-0.0
F02[P-F],0.0,1.0,,-0.0
F02[P-Cl],0.0,1.0,,-0.0
F02[P-Br],0.0,1.0,,-0.0
F02[P-I],0.0,1.0,,-0.0
F02[P-B],0.0,1.0,,-0.0
F02[P-Si],0.0,1.0,,-0.0
F02[P-X],0.0,1.0,,-0.0
F02[F-F],1.7523433084607223,0.07971479329667566,,2.529300098155391
F02[F-Cl],0.0,1.0,,-0.0
F02[F-Br],0.0,1.0,,-0.0
F02[F-I],0.0,1.0,,-0.0
F02[F-B],0.0,1.0,,-0.0
F02[F-Si],0.0,1.0,,-0.0
F02[F-X],0.0,1.0,,-0.0
F02[Cl-Cl],0.0,1.0,,-0.0
F02[Cl-Br],0.0,1.0,,-0.0
F02[Cl-I],0.0,1.0,,-0.0
F02[Cl-B],0.0,1.0,,-0.0
F02[Cl-Si],0.0,1.0,,-0.0
F02[Cl-X],0.0,1.0,,-0.0
F02[Br-Br],0.0,1.0,,-0.0
F02[Br-I],0.0,1.0,,-0.0
F02[Br-B],0.0,1.0,,-0.0
F02[Br-Si],0.0,1.0,,-0.0
F02[Br-X],0.0,1.0,,-0.0
F02[I-I],0.0,1.0,,-0.0
F02[I-B],0.0,1.0,,-0.0
F02[I-Si],0.0,1.0,,-0.0
F02[I-X],0.0,1.0,,-0.0
F02[B-B],0.0,1.0,,-0.0
F02[B-Si],0.0,1.0,,-0.0
F02[B-X],0.0,1.0,,-0.0
F02[Si-Si],0.0,1.0,,-0.0
F02[Si-X],0.0,1.0,,-0.0
F02[X-X],0.0,1.0,,-0.0
F03[C-C],0.1152857439776791,0.9082186376756121,1.2222222222222223,0.09627013897455404
F03[C-N],-1.26814318375447,0.20474682244261933,1.1363636363636365,1.585981075575149
F03[C-O],-0.893464515827013,0.3716084664506677,1.2222222222222223,0.989914488527329
F03[C-S],0.0,1.0,,-0.0
F03[C-P],0.0,1.0,,-0.0
F03[C-F],1.539064682102016,0.12378850614882354,,2.0891807651352448
F03[C-Cl],0.0,1.0,,-0.0
F03[C-Br],0.43808582711518057,0.6613240680116785,,0.41351128996655656
F03[C-I],-0.1902214775631705,0.8491355817199183,,0.1635364096376257
F03[C-B],0.0,1.0,,-0.0
F03[C-Si],0.0,1.0,,-0.0
F03[C-X],0.0,1.0,,-0.0
F03[N-N],-0.634071591877235,0.5260341013079137,inf,0.6423892369620241
F03[N-O],-0.4611429759107164,0.6446960303989435,1.0,0.4389763439686144
F03[N-S],0.0,1.0,,-0.0
F03[N-P],0.0,1.0,,-0.0
F03[N-F],1.539064682102016,0.12378850614882354,,2.0891807651352448
F03[N-Cl],0.0,1.0,,-0.0
F03[N-Br],0.0,1.0,,-0.0
F03[N-I],0.0,1.0,,-0.0
F03[N-B],0.0,1.0,,-0.0
F03[N-Si],0.0,1.0,,-0.0
F03[N-X],0.0,1.0,,-0.0
F03[O-O],-0.6513644534738869,0.5148112510907237,1.5,0.6639549482334023
F03[O-S],0.0,1.0,,-0.0
F03[O-P],0.0,1.0,,-0.0
F03[O-F],1.539064682102016,0.12378850614882354,,2.0891807651352448
F03[O-Cl],0.0,1.0,,-0.0
F03[O-Br],0.0,1.0,,-0.0
F03[O-I],-0.1902214775631705,0.8491355817199183,,0.1635364096376257
F03[O-B],0.0,1.0,,-0.0
F03[O-Si],0.0,1.0,,-0.0
F03[O-X],0.0,1.0,,-0.0
F03[S-S],0.0,1.0,,-0.0
F03[S-P],0.0,1.0,,-0.0
F03[S-F],0.0,1.0,,-0.0
F03[S-Cl],0.0,1.0,,-0.0
F03[S-Br],0.0,1.0,,-0.0
F03[S-I],0.0,1.0,,-0.0
F03[S-B],0.0,1.0,,-0.0
F03[S-Si],0.0,1.0,,-0.0
F03[S-X],0.0,1.0,,-0.0
F03[P-P],0.0,1.0,,-0.0
F03[P-F],0.0,1.0,,-0.0
F03[P-Cl],0.0,1.0,,-0.0
F03[P-Br],0.0,1.0,,-0.0
F03[P-I],0.0,1.0,,-0.0
F03[P-B],0.0,1.0,,-0.0
F03[P-Si],0.0,1.0,,-0.0
F03[P-X],0.0,1.0,,-0.0
F03[F-F],0.0,1.0,,-0.0
F03[F-Cl],0.0,1.0,,-0.0
F03[F-Br],0.0,1.0,,-0.0
F03[F-I],0.0,1.0,,-0.0
F03[F-B],0.0,1.0,,-0.0
F03[F-Si],0.0,1.0,,-0.0
F03[F-X],0.0,1.0,,-0.0
F03[Cl-Cl],0.0,1.0,,-0.0
F03[Cl-Br],0.0,1.0,,-0.0
F03[Cl-I],0.0,1.0,,-0.0
F03[Cl-B],0.0,1.0,,-0.0
F03[Cl-Si],0.0,1.0,,-0.0
F03[Cl-X],0.0,1.0,,-0.0
F03[Br-Br],0.0,1.0,,-0.0
F03[Br-I],0.0,1.0,,-0.0
F03[Br-B],0.0,1.0,,-0.0
F03[Br-Si],0.0,1.0,,-0.0
F03[Br-X],0.0,1.0,,-0.0
F03[I-I],0.0,1.0,,-0.0
F03[I-B],0.0,1.0,,-0.0
F03[I-Si],0.0,1.0,,-0.0
F03[I-X],0.0,1.0,,-0.0
F03[B-B],0.0,1.0,,-0.0
F03[B-Si],0.0,1.0,,-0.0
F03[B-X],0.0,1.0,,-0.0
F03[Si-Si],0.0,1.0,,-0.0
F03[Si-X],0.0,1.0,,-0.0
F03[X-X],0.0,1.0,,-0.0
F04[C-C],0.3977358167229929,0.6908249329462907,1.2,0.3698688405029678
F04[C-N],-1.4526003741187568,0.14633474213666856,1.0833333333333333,1.921858527263774
F04[C-O],0.42079296551852874,0.6739062688008323,0.8571428571428571,0.3946642448016301
F04[C-S],0.0,1.0,,-0.0
F04[C-P],0.0,1.0,,-0.0
F04[C-F],1.539064682102016,0.12378850614882354,,2.0891807651352448
F04[C-Cl],0.0,1.0,,-0.0
F04[C-Br],0.43808582711518057,0.6613240680116785,,0.41351128996655656
F04[C-I],-0.1902214775631705,0.8491355817199183,,0.1635364096376257
F04[C-B],0.0,1.0,,-0.0
F04[C-Si],0.0,1.0,,-0.0
F04[C-X],0.0,1.0,,-0.0
F04[N-N],-0.4784358375073683,0.6323400315019327,1.0,0.4583280049902085
F04[N-O],-0.8646430798325933,0.38723471980218416,1.0,0.9487242586891319
F04[N-S],0.0,1.0,,-0.0
F04[N-P],0.0,1.0,,-0.0
F04[N-F],0.0,1.0,,-0.0
F04[N-Cl],0.0,1.0,,-0.0
F04[N-Br],0.43808582711518057,0.6613240680116785,,0.41351128996655656
F04[N-I],0.0,1.0,,-0.0
F04[N-B],0.0,1.0,,-0.0
F04[N-Si],0.0,1.0,,-0.0
F04[N-X],0.0,1.0,,-0.0
F04[O-O],-1.6024718412897396,0.10905130949161396,2.0,2.215936778230403
F04[O-S],0.0,1.0,,-0.0
F04[O-P],0.0,1.0,,-0.0
F04[O-F],0.0,1.0,,-0.0
F04[O-Cl],0.0,1.0,,-0.0
F04[O-Br],0.43808582711518057,0.6613240680116785,,0.41351128996655656
F04[O-I],-0.1902214775631705,0.8491355817199183,,0.1635364096376257
F04[O-B],0.0,1.0,,-0.0
F04[O-Si],0.0,1.0,,-0.0
F04[O-X],0.0,1.0,,-0.0
F04[S-S],0.0,1.0,,-0.0
F04[S-P],0.0,1.0,,-0.0
F04[S-F],0.0,1.0,,-0.0
F04[S-Cl],0.0,1.0,,-0.0
F04[S-Br],0.0,1.0,,-0.0
F04[S-I],0.0,1.0,,-0.0
F04[S-B],0.0,1.0,,-0.0
F04[S-Si],0.0,1.0,,-0.0
F04[S-X],0.0,1.0,,-0.0
F04[P-P],0.0,1.0,,-0.0
F04[P-F],0.0,1.0,,-0.0
F04[P-Cl],0.0,1.0,,-0.0
F04[P-Br],0.0,1.0,,-0.0
F04[P-I],0.0,1.0,,-0.0
F04[P-B],0.0,1.0,,-0.0
F04[P-Si],0.0,1.0,,-0.0
F04[P-X],0.0,1.0,,-0.0
F04[F-F],0.0,1.0,,-0.0
F04[F-Cl],0.0,1.0,,-0.0
F04[F-Br],0.0,1.0,,-0.0
F04[F-I],0.0,1.0,,-0.0
F04[F-B],0.0,1.0,,-0.0
F04[F-Si],0.0,1.0,,-0.0
F04[F-X],0.0,1.0,,-0.0
F04[Cl-Cl],0.0,1.0,,-0.0
F04[Cl-Br],0.0,1.0,,-0.0
F04[Cl-I],0.0,1.0,,-0.0
F04[Cl-B],0.0,1.0,,-0.0
F04[Cl-Si],0.0,1.0,,-0.0
F04[Cl-X],0.0,1.0,,-0.0
F04[Br-Br],0.0,1.0,,-0.0
F04[Br-I],0.0,1.0,,-0.0
F04[Br-B],0.0,1.0,,-0.0
F04[Br-Si],0.0,1.0,,-0.0
F04[Br-X],0.0,1.0,,-0.0
F04[I-I],0.0,1.0,,-0.0
F04[I-B],0.0,1.0,,-0.0
F04[I-Si],0.0,1.0,,-0.0
F04[I-X],0.0,1.0,,-0.0
F04[B-B],0.0,1.0,,-0.0
F04[B-Si],0.0,1.0,,-0.0
F04[B-X],0.0,1.0,,-0.0
F04[Si-Si],0.0,1.0,,-0.0
F04[Si-X],0.0,1.0,,-0.0
F04[X-X],0.0,1.0,,-0.0
F05[C-C],0.09222859518214328,0.9265164191921244,1.4375,0.07632351167373526
F05[C-N],-0.4265572527174127,0.669701838867038,0.9375,0.40092268226276767
F05[C-O],0.3458572319330373,0.7294500113144082,0.9375,0.31546443795335705
F05[C-S],0.0,1.0,,-0.0
F05[C-P],0.0,1.0,,-0.0
F05[C-F],1.539064682102016,0.12378850614882354,,2.0891807651352448
F05[C-Cl],0.0,1.0,,-0.0
F05[C-Br],0.43808582711518057,0.6613240680116785,,0.41351128996655656
F05[C-I],0.0,1.0,,-0.0
F05[C-B],0.0,1.0,,-0.0
F05[C-Si],0.0,1.0,,-0.0
F05[C-X],0.0,1.0,,-0.0
F05[N-N],-2.6227506754921994,0.008722307628580027,inf,4.741871439766211
F05[N-O],-3.216472256977247,0.001297770804864632,1.5,6.647107251896607
F05[N-S],0.0,1.0,,-0.0
F05[N-P],0.0,1.0,,-0.0
F05[N-F],1.400721789328801,0.1612972842826581,,1.8245061304300416
F05[N-Cl],0.0,1.0,,-0.0
F05[N-Br],0.43808582711518057,0.6613240680116785,,0.41351128996655656
F05[N-I],-0.1902214775631705,0.8491355817199183,,0.1635364096376257
F05[N-B],0.0,1.0,,-0.0
F05[N-Si],0.0,1.0,,-0.0
F05[N-X],0.0,1.0,,-0.0
F05[O-O],-0.4496144015129485,0.652988501995299,,0.42619575783117375
F05[O-S],0.0,1.0,,-0.0
F05[O-P],0.0,1.0,,-0.0
F05[O-F],1.539064682102016,0.12378850614882354,,2.0891807651352448
F05[O-Cl],0.0,1.0,,-0.0
F05[O-Br],0.43808582711518057,0.6613240680116785,,0.41351128996655656
F05[O-I],-0.1902214775631705,0.8491355817199183,,0.1635364096376257
F05[O-B],0.0,1.0,,-0.0
F05[O-Si],0.0,1.0,,-0.0
F05[O-X],0.0,1.0,,-0.0
F05[S-S],0.0,1.0,,-0.0
F05[S-P],0.0,1.0,,-0.0
F05[S-F],0.0,1.0,,-0.0
F05[S-Cl],0.0,1.0,,-0.0
F05[S-Br],0.0,1.0,,-0.0
F05[S-I],0.0,1.0,,-0.0
F05[S-B],0.0,1.0,,-0.0
F05[S-Si],0.0,1.0,,-0.0
F05[S-X],0.0,1.0,,-0.0
F05[P-P],0.0,1.0,,-0.0
F05[P-F],0.0,1.0,,-0.0
F05[P-Cl],0.0,1.0,,-0.0
F05[P-Br],0.0,1.0,,-0.0
F05[P-I],0.0,1.0,,-0.0
F05[P-B],0.0,1.0,,-0.0
F05[P-Si],0.0,1.0,,-0.0
F05[P-X],0.0,1.0,,-0.0
F05[F-F],0.0,1.0,,-0.0
F05[F-Cl],0.0,1.0,,-0.0
F05[F-Br],0.0,1.0,,-0.0
F05[F-I],0.0,1.0,,-0.0
F05[F-B],0.0,1.0,,-0.0
F05[F-Si],0.0,1.0,,-0.0
F05[F-X],0.0,1.0,,-0.0
F05[Cl-Cl],0.0,1.0,,-0.0
F05[Cl-Br],0.0,1.0,,-0.0
F05[Cl-I],0.0,1.0,,-0.0
F05[Cl-B],0.0,1.0,,-0.0
F05[Cl-Si],0.0,1.0,,-0.0
F05[Cl-X],0.0,1.0,,-0.0
F05[Br-Br],0.0,1.0,,-0.0
F05[Br-I],0.0,1.0,,-0.0
F05[Br-B],0.0,1.0,,-0.0
F05[Br-Si],0.0,1.0,,-0.0
F05[Br-X],0.0,1.0,,-0.0
F05[I-I],0.0,1.0,,-0.0
F05[I-B],0.0,1.0,,-0.0
F05[I-Si],0.0,1.0,,-0.0
F05[I-X],0.0,1.0,,-0.0
F05[B-B],0.0,1.0,,-0.0
F05[B-Si],0.0,1.0,,-0.0
F05[B-X],0.0,1.0,,-0.0
F05[Si-Si],0.0,1.0,,-0.0
F05[Si-X],0.0,1.0,,-0.0
F05[X-X],0.0,1.0,,-0.0
F06[C-C],0.3458572319330373,0.7294500113144082,1.3125,0.31546443795335705
F06[C-N],-0.8070002078437537,0.41966636340556585,0.9,0.8682952562299117
F06[C-O],-1.3488432045388454,0.17738733409151675,1.4,1.7294196091103873
F06[C-S],0.0,1.0,,-0.0
F06[C-P],0.0,1.0,,-0.0
F06[C-F],1.400721789328801,0.1612972842826581,,1.8245061304300416
F06[C-Cl],0.0,1.0,,-0.0
F06[C-Br],0.43808582711518057,0.6613240680116785,,0.41351128996655656
F06[C-I],-0.1902214775631705,0.8491355817199183,,0.1635364096376257
F06[C-B],0.0,1.0,,-0.0
F06[C-Si],0.0,1.0,,-0.0
F06[C-X],0.0,1.0,,-0.0
F06[N-N],0.7320644742582623,0.4641292160767896,,0.7675922826009383
F06[N-O],0.7263001870593784,0.4676547647162801,0.875,0.7600249375160809
F06[N-S],0.0,1.0,,-0.0
F06[N-P],0.0,1.0,,-0.0
F06[N-F],0.0,1.0,,-0.0
F06[N-Cl],0.0,1.0,,-0.0
F06[N-Br],0.43808582711518057,0.6613240680116785,,0.41351128996655656
F06[N-I],0.0,1.0,,-0.0
F06[N-B],0.0,1.0,,-0.0
F06[N-Si],0.0,1.0,,-0.0
F06[N-X],0.0,1.0,,-0.0
F06[O-O],-0.17292861596651865,0.8627075382114653,1.0,0.14767953500864384
F06[O-S],0.0,1.0,,-0.0
F06[O-P],0.0,1.0,,-0.0
F06[O-F],0.0,1.0,,-0.0
F06[O-Cl],0.0,1.0,,-0.0
F06[O-Br],0.43808582711518057,0.6613240680116785,,0.41351128996655656
F06[O-I],0.0,1.0,,-0.0
F06[O-B],0.0,1.0,,-0.0
F06[O-Si],0.0,1.0,,-0.0
F06[O-X],0.0,1.0,,-0.0
F06[S-S],0.0,1.0,,-0.0
F06[S-P],0.0,1.0,,-0.0
F06[S-F],0.0,1.0,,-0.0
F06[S-Cl],0.0,1.0,,-0.0
F06[S-Br],0.0,1.0,,-0.0
F06[S-I],0.0,1.0,,-0.0
F06[S-B],0.0,1.0,,-0.0
F06[S-Si],0.0,1.0,,-0.0
F06[S-X],0.0,1.0,,-0.0
F06[P-P],0.0,1.0,,-0.0
F06[P-F],0.0,1.0,,-0.0
F06[P-Cl],0.0,1.0,,-0.0
F06[P-Br],0.0,1.0,,-0.0
F06[P-I],0.0,1.0,,-0.0
F06[P-B],0.0,1.0,,-0.0
F06[P-Si],0.0,1.0,,-0.0
F06[P-X],0.0,1.0,,-0.0
F06[F-F],0.0,1.0,,-0.0
F06[F-Cl],0.0,1.0,,-0.0
F06[F-Br],0.0,1.0,,-0.0
F06[F-I],0.0,1.0,,-0.0
F06[F-B],0.0,1.0,,-0.0
F06[F-Si],0.0,1.0,,-0.0
F06[F-X],0.0,1.0,,-0.0
F06[Cl-Cl],0.0,1.0,,-0.0
F06[Cl-Br],0.0,1.0,,-0.0
F06[Cl-I],0.0,1.0,,-0.0
F06[Cl-B],0.0,1.0,,-0.0
F06[Cl-Si],0.0,1.0,,-0.0
F06[Cl-X],0.0,1.0,,-0.0
F06[Br-Br],0.0,1.0,,-0.0
F06[Br-I],0.0,1.0,,-0.0
F06[Br-B],0.0,1.0,,-0.0
F06[Br-Si],0.0,1.0,,-0.0
F06[Br-X],0.0,1.0,,-0.0
F06[I-I],0.0,1.0,,-0.0
F06[I-B],0.0,1.0,,-0.0
F06[I-Si],0.0,1.0,,-0.0
F06[I-X],0.0,1.0,,-0.0
F06[B-B],0.0,1.0,,-0.0
F06[B-Si],0.0,1.0,,-0.0
F06[B-X],0.0,1.0,,-0.0
F06[Si-Si],0.0,1.0,,-0.0
F06[Si-X],0.0,1.0,,-0.0
F06[X-X],0.0,1.0,,-0.0
F07[C-C],-0.23633577515424217,0.8131721285176943,1.3333333333333333,0.20681247164991784
F07[C-N],-0.02305714879553582,0.9816046868975358,0.9,0.018566610843843666
