cid,Iso_smiles,Type
483941,C1[C@@H]([C@H](S[C@H]1N2C=C(C(=O)NC2=O)C(=C(Cl)Cl)F)CO)O,Thymidine
489669,C1[C@@H]([C@H](O[C@H]1N2C(C(C(=O)NC2=O)Br)N=[N+]=[N-])CO)O,Thymidine
510574,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CI)N=[N+]=[N-])O,Thymidine
512329,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C3=CC=C(O3)Br)CO)O,Thymidine
515214,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C3=CSC=C3Br)CO)O,Thymidine
5274161,CC1=C(SC=C1)C2=CN(C(=O)NC2=O)[C@H]3C[C@@H]([C@H](O3)CO)O,Thymidine
6440103,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)/C=C/C(F)(F)F)CO)O,Thymidine
9904475,CC(=O)CN1C(=O)C(=CN(C1=O)[C@H]2C[C@@H]([C@H](O2)CO)O)F,Thymidine
10378169,C1=CN(C(=O)NC1=O)[C@H]2C=C([C@H](O2)CO)CN=[N+]=[N-],Thymidine
10494286,CN(C)C=NC1=NC(=O)N(C=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Thymidine
10612861,C#CC[C@]1([C@H](O[C@H]([C@@H]1O)N2C=CC(=O)NC2=O)CO)O,Thymidine
10638005,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@]([C@H](O2)CO)(CC(=O)N)O)O,Thymidine
10660693,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](S2)CO)O)N=[N+]=[N-],Thymidine
10684201,C#CC[C@]1([C@H](O[C@H]([C@@H]1O)N2C=CC(=NC2=O)N)CO)O,Thymidine
10685594,CC(=O)O[C@@H]1[C@H](O[C@H]([C@@H]1OC)N2C=CC(=O)NC2=O)CO,Thymidine
10708101,C1CC1[C@]2([C@H](O[C@H]([C@@H]2O)N3C=CC(=NC3=O)N)CO)O,Thymidine
10764891,CC(=O)O[C@@H]1[C@H](O[C@H]([C@@H]1OC)N2C=C(C(=O)NC2=O)I)CO,Thymidine
10826879,C1CC1[C@]2([C@H](O[C@H]([C@@H]2O)N3C=CC(=O)NC3=O)CO)O,Thymidine
11109507,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C3=CC=CC=N3)CO)O,Thymidine
11278700,C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)N(C2=O)/C=C/C(F)(F)F)CO)O,Thymidine
11580280,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@]([C@H](O2)CO)(CC(=O)N)O)O,Thymidine
13009364,CO[C@@H]1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C#CCN)CO)O,Thymidine
13009365,CO[C@@H]1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)CCCN)CO)O,Thymidine
15124212,CCCCN1C(=O)C=NN(C1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Thymidine
15403938,C=CC1=C(O[C@@H]([C@H]1O)CO)N2C=CC(=O)NC2=O,Thymidine
15609252,CC(=O)O[C@@H]1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CO)O,Thymidine
22881724,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@](O2)(CO)COC)O,Thymidine
24820365,CCO[C@]1([C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)CO)O)O,Thymidine
24820718,CCO[C@]1([C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CO)O)O,Thymidine
42601468,C[C@H]1[C@@H]([C@](O[C@H]1N2C=CC(=NC2=O)N)(CO)N=[N+]=[N-])O,Thymidine
51371334,C1[C@@H](C(O[C@H]1N2C=C(C(=O)NC2=O)I)CO)O,Thymidine
54561889,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@]([C@H](O2)CO)(CC=C)O)OC,Thymidine
71352076,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)S(=O)(=O)C(F)(F)F)CO)O,Thymidine
90669225,CCCN1C(=O)C=CN(C1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,Thymidine
101926865,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C3=C(SC=C3)Br)CO)O,Thymidine
102304745,CCC(=O)NC1=NC(=O)N(C=C1)[C@H]2C[C@@H]([C@H](O2)CO)O,Thymidine
453828,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@](O2)(CO)N=[N+]=[N-])O)O,Thymidine
472167,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C3=CC=C(S3)Cl)CO)O,Thymidine
512320,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C3=NC=CS3)CO)O,Thymidine
512325,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=NC2=O)N)C3=CC=CS3)CO)O,Thymidine
512330,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C3=CC=C(O3)Cl)CO)O,Thymidine
512736,CCCCCC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,Thymidine
515111,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C3=CC(=NO3)Br)CO)O,Thymidine
515211,CC1=CC=C(S1)C2=CN(C(=O)NC2=O)[C@H]3C[C@@H]([C@H](O3)CO)O,Thymidine
515213,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C3=CSC=C3)CO)O,Thymidine
6482244,CC(=O)OC[C@@H]1CC[C@@H](O1)N2C=CC(=O)NC2=O,Thymidine
11000823,C1CC1C#CC2=CN(C(=O)NC2=O)[C@H]3C[C@@H]([C@H](O3)CO)O,Thymidine
14367026,COC(=O)CC1=CN(C(=S)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Thymidine
14680716,CN(C)C=NC1=NC(=O)N(C=C1)[C@H]2C[C@@H]([C@H](O2)CO)O,Thymidine
15747441,C#CCO[C@@H]1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CO)O,Thymidine
47002148,CC1=CSC(=N1)C2=CN(C(=O)NC2=O)C,Thymidine
101114242,CCC(=O)NC1=NC(=O)N(C=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Thymidine
164580,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(F)(F)F)COP(=O)(O)O)O,Thymidine
13276250,CC(=O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=O)NC2=O)O)O,Thymidine
3080753,COC(=O)CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Thymidine
65063,C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)COP(=O)(O)O)O,Thymidine
451515,CC1=CN(C(=O)NC1=O)[C@H]2C[C@H]([C@H](O2)CO)N=[N+]=[N-],Thymidine
159498,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)F,Thymidine
1465,CC1C(CC(O1)N2C=CC(=O)NC2=O)O,Uridine
1817,C1=C(N(C(=O)NC1=O)C2C(C(C(O2)CO)O)O)F,Uridine
1835,CC1=CN(C(=O)N=C1N)C2CC(C(O2)CO)O,Uridine
1838,CC1=CN(C(=O)N=C1N)C2(C(C(C(O2)(C)CO)(C)O)(C)O)C,Uridine
13927,C1[C@@H](O[C@@H](C1O)CO)N2C=C(C(=NC2=O)N)Br,Uridine
18778,CC[C@@H]1[C@H](C[C@@H](O1)N2C(C(C(=O)NC2=O)(F)Br)OC)O,Uridine
25197,C1[C@@H](O[C@@H](C1O)CO)N2C=C(C(=NC2=O)N)F,Uridine
68886,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C=CBr)CO)O,Uridine
73479,C1=C(N=C(S1)C(=O)N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Uridine
73545,C1=CC(=C(C=C1O)O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Uridine
86145,C1C(C(OC1N2C=C(C(=O)NC2=O)Br)CO)F,Uridine
92186,C1=C(C(=O)NC(=O)N1C2[C@@H]([C@@H]([C@H](O2)CO)O)O)Cl,Uridine
98913,CO[C@H]1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)CO)O,Uridine
100222,C1=CSC2=C1C(=O)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Uridine
100583,C1C=CCN(C(=O)N1)[C@H]2[C@@H]([C@@H](C(O2)CO)O)O,Uridine
107764,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)[125I])CO)O,Uridine
122879,C#CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O,Uridine
124296,C1=C(C(=O)NC(=O)N1C2[C@@H]([C@@H]([C@H](O2)CO)O)Cl)Br,Uridine
125895,C1[C@@H]([C@H](OC1N2C=C(C=NC2=O)Br)CO)O,Uridine
125925,C1[C@@H]([C@H](SC1N2C=CC(=O)NC2=O)CO)O,Uridine
126505,C#CC1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,Uridine
126797,C1=C(C(=NC(=O)N1C2[C@@H]([C@@H]([C@H](O2)CO)O)Cl)N)Cl,Uridine
126837,C1=C(N=C(S1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C#N,Uridine
126945,CC1=C(N=CN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)[C@@H](C)O,Uridine
133332,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C=CF)CO)O,Uridine
134363,C1=CN(C(=N)C(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,Uridine
150201,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C=CI)CO)O,Uridine
150622,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)F)C#N)O,Uridine
150625,C1[C@@H]([C@H](O[C@H]1N2C(=O)NC(=O)C=N2)C(=O)N)O,Uridine
150626,C1[C@@H]([C@H](O[C@H]1N2C(=O)NC(=O)C=N2)C#N)O,Uridine
150628,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)C#N)O)O,Uridine
150667,COC(=O)[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=O)NC2=O)O)O,Uridine
151790,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)[80Br])CO)O,Uridine
152745,CCCN1C(=O)C=CN(C1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)C(=O)N)O)O,Uridine
155377,CCCN1C(=O)C(=CN(C1=O)[C@H]2C[C@@H]([C@H](O2)CO)O)C,Uridine
157173,C[C@@H]1CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,Uridine
165421,C1=CN(C(=O)NC1=O)C2[C@H]([C@@H]([C@H](O2)CO)Br)O,Uridine
171229,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)C#N)O,Uridine
172391,C1=C(C(=NC(=O)N1[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)F)N)Cl,Uridine
173318,CC=CC1=CN(C(=O)NC1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,Uridine
174657,C=CC1=CN(C(=O)NC1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)F,Uridine
179629,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)[123I])CO)O,Uridine
189213,C1NC(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Uridine
191091,C1=CN(C(=O)C(=C1)C(=O)O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Uridine
211875,CC1=NN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Uridine
253362,CC1C(C(C(C(O1)N2C=C(C(=O)NC2=O)C)O)O)O,Uridine
255047,CC1=NN(C(=O)NC1=O)C2CC(C(O2)CO)O,Uridine
256040,C1C(C(OC1N2C=C(C(=O)NC2=O)O)CO)O,Uridine
258357,C1=CN=CC2=NN(N=C21)C3C(C(C(O3)CO)O)O,Uridine
267808,C1=NC(=C(N1C2C(C(C(O2)CO)O)O)C(=O)N)[N+](=O)[O-],Uridine
271276,C1C2C(CO2)OC1N3C=C(C(=O)NC3=O)F,Uridine
286491,C1C(C(OC1N2C=CC(=O)C=C2)CO)O,Uridine
325261,CCOC1=NC(=O)N(S1)C2C(C(C(O2)CO)O)O,Uridine
331287,C1C=CCN(C(=O)N1)C2C(C(C(O2)CO)O)O,Uridine
336816,C1CC1NC2=NC(=O)N(C=C2)C3C(C(C(O3)CO)O)O,Uridine
352589,CC1=CN(C(=O)N=C1SC)C2CC(C(O2)CO)O,Uridine
352980,C1C2C(C(O1)C(O2)N3C=CC(=O)NC3=O)O,Uridine
352989,C1=C(C(=O)N=C(N1C2C(C(C(O2)CO)O)O)N)F,Uridine
352990,CC1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)Br,Uridine
355022,C1CC(OC1CO)N2C=C(C(=O)NC2=O)F,Uridine
356019,C1C(C(OC1N2C=CC(=NC2=O)N)CO)F,Uridine
363533,CC1=CN(C(=O)N2C1=NN=N2)C3CC(C(O3)CO)O,Uridine
370628,CC1=CN(C(=O)NC1=O)C2CCCCC2O,Uridine
373406,COCC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)F,Uridine
382445,CC1=CC(=C(C=C1F)F)C2CC(C(O2)CO)O,Uridine
382446,CC1=CC(=C(C=C1C)C2CC(C(O2)CO)O)C,Uridine
384101,CC1=CN(C(=O)NC1=O)C2C[C@@H]([C@]3([C@@H]2C3)CO)O,Uridine
386500,CC1=CN(C(=O)N=C1OC)C2CC(C(O2)CO)N=[N+]=[N-],Uridine
390215,CC1=CN(C(=O)N=C1N)C2CC(C(O2)CO)N=[N+]=[N-],Uridine
390386,C1C(C(OC1C2=CC=CC=C2)CO)O,Uridine
390868,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N(C(=O)N)O,Uridine
400704,C1C(C(OC1C2=CC(=C(C=C2F)F)F)CO)O,Uridine
405420,C#CC1(C(OC(C1O)N2C=CC(=NC2=O)N)CO)O,Uridine
436109,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)Br,Uridine
439930,C1N=CC=CN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Uridine
444892,C1=CN(C(=O)N[C@@H]1O)C2[C@@H]([C@@H]([C@H](O2)CO)O)O,Uridine
446164,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(N)O)O)O,Uridine
447192,C1C=CC=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Uridine
450215,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)[18F],Uridine
450447,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)[123I],Uridine
451375,C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)CO)I,Uridine
451568,COC1=NC(=O)N(C=C1)[C@H]2C[C@@H]([C@H](O2)CO)F,Uridine
451579,CC1=CN(C(=O)N=C1)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-],Uridine
451830,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)Br,Uridine
451835,CCS[C@H]1C[C@@H](O[C@@H]1CO)N2C=C(C(=O)NC2=O)C,Uridine
451847,CC1=NN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-],Uridine
451850,C1=C[C@@H](O[C@@H]1CO)C2=CNC(=O)NC2=O,Uridine
451878,CC1=CN(C(=O)NC1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CO)C#N)O,Uridine
451879,CC1=CN(C(=O)NC1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CO)C#C)O,Uridine
452052,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)C#N)O,Uridine
452053,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)C#N)O,Uridine
452057,CC1=CN(C(=O)NC1=O)[C@H]2C=C([C@H](O2)CO)C#N,Uridine
452065,CC1=CN(C(=O)NC1=O)[C@@H]2C[C@@H](N(C2)N=O)CO,Uridine
452265,C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CNC=O)N=[N+]=[N-],Uridine
452397,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)SC,Uridine
452398,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)S(=O)C,Uridine
452399,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)S(=O)(=O)C,Uridine
452892,C1[C@@H](C(O[C@H]1N2C=C(C(=O)NC2=O)F)[C@H](CO)O)N,Uridine
453494,CC1=C(N=CC=C1)[C@H]2C[C@@H]([C@H](O2)CO)O,Uridine
453662,CC1=CN(C(=O)NC1=O)[C@H]2CC[C@](O2)(CO)C#N,Uridine
453781,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)CO)CO)N,Uridine
453782,COCC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N,Uridine
454120,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)OC=O,Uridine
454121,C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CO)OC=O,Uridine
454737,CC1=CN(C(=O)N(C1=O)N)[C@H]2CC[C@H](O2)CO,Uridine
454738,CC1=CN(C(=O)N(C1=O)N)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-],Uridine
455411,C1[C@@H]([C@H](O[C@H]1N2C(=O)C=C(C(=N2)Cl)N)CO)O,Uridine
456110,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N(C)O,Uridine
456513,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H](C(O2)[C@@H](C(=O)O)N)O)O,Uridine
459906,CNC1=CN(C(=O)NC1=O)[C@@H]2C[C@@H](C[C@H]2O)CO,Uridine
461149,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)C(C)O)F,Uridine
462380,CC1=CN(C(=O)NC1=O)[C@H]2CC3C(O2)(CCO3)CO,Uridine
464363,CONC1=NC(=O)N(C=C1)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-],Uridine
469715,CC(=O)C1=CN(C(=O)N1)[C@H]2CC([C@H](O2)CO)O,Uridine
472166,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C=CCl)CO)O,Uridine
472365,C1C2(O1)[C@H](O[C@H]([C@@H]2O)N3C=CC(=O)NC3=O)CO,Uridine
477015,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)CF,Uridine
480264,C#CC1=CN(C(=O)NC1=O)[C@H]2C([C@@H]([C@H](O2)CO)O)O,Uridine
481515,CC1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@](O2)(CO)C#C)O)O,Uridine
484832,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H](C(O2)(CO)C#C)O)O,Uridine
488968,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@@H](S2)CO)O)O,Uridine
489477,C1=C(C(=CN=C1F)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)F,Uridine
489478,C1[C@@H]([C@H](O[C@H]1C2=CN=C(C=C2F)F)CO)O,Uridine
490040,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@H]([C@H](O2)CO)O)O)C(F)(F)F,Uridine
492556,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)C(=O)NNC2=O,Uridine
493218,C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)F)C(=O)N,Uridine
494217,C1=CC=[N+]2C(=C1)N(N=C2[O-])[C@H]3C([C@@H]([C@H](O3)CO)O)O,Uridine
494284,C1=CSC2=[N+](C(=CC(=O)N21)[O-])[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Uridine
494651,CC1=CN(C(=O)N2C1=NN=N2)[C@H]3C[C@@H]([C@H](O3)CO)O,Uridine
495034,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,Uridine
495169,CNC1=NN=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Uridine
496427,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@]([C@H](O2)CO)(C=C)O,Uridine
500209,CC1=CN(C(=O)NC1=O)[C@H]2C[C@H]([C@H](O2)CO)NOC,Uridine
500920,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C=CBr,Uridine
502234,C1[C@@H]([C@H](O[C@H]1C2=C(C=C(C=C2)F)F)CO)O,Uridine
502236,C1[C@@H]([C@H](O[C@H]1C2=CC(=C(C=C2F)F)F)CO)O,Uridine
502237,C1[C@@H]([C@H](O[C@H]1C2=CC(=C(C=C2F)F)Cl)CO)O,Uridine
502238,C1[C@@H]([C@H](O[C@H]1C2=CC(=C(C=C2F)F)Br)CO)O,Uridine
502242,C1[C@@H]([C@H](O[C@H]1C2=CC(=C(C=C2F)F)C(F)(F)F)CO)O,Uridine
502243,C1[C@@H]([C@H](O[C@H]1C2=C(C=C(C(=C2)C#N)F)F)CO)O,Uridine
503107,CC1=CSC(=O)N1[C@H]2C[C@@H]([C@H](O2)CO)O,Uridine
503112,CC1=CSC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Uridine
503304,CCC1=CN(C(=NC1=O)N)[C@H]2C[C@@H]([C@H](O2)CO)O,Uridine
503312,CSC1=NC(=O)C=CN1[C@H]2CC[C@H](O2)CO,Uridine
507021,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)C=CC#N)O,Uridine
510968,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)I)CO)Cl,Uridine
510971,C[C@]1([C@H]([C@H]([C@@H](O1)N2C=C(C(=O)NC2=O)F)O)O)CO,Uridine
510973,C[C@]1([C@H]([C@H]([C@@H](O1)N2C=C(C(=NC2=O)N)F)O)O)CO,Uridine
511000,CC1=CN(C(=O)NC1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CO)CO)F,Uridine
511450,C([C@@H]1[C@H]([C@H]([C@@H](O1)N2C(=NN=N2)N)O)O)O,Uridine
511451,C([C@@H]1[C@H]([C@H]([C@@H](O1)N2N=C(N=N2)N)O)O)O,Uridine
511462,C1=NN=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Uridine
511463,C([C@@H]1[C@H]([C@H]([C@@H](O1)N2C(=NN=N2)C(=O)N)O)O)O,Uridine
511644,C1[C@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)I)CO)O,Uridine
511994,CC=CC1=CN(C(=O)N=C1N)[C@H]2C[C@@H]([C@H](O2)CO)O,Uridine
512130,C1=NC(=S)C2=NN=C(C2=N1)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Uridine
512138,CC(=O)C1=NN(C=N1)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O,Uridine
512139,C1=NC(=O)C2=NN=C(C2=N1)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,Uridine
512172,CN(C)C1=CN(C(=O)NC1=O)[C@@H]2C[C@@H]([C@H](C2)O)CO,Uridine
512176,C1[C@@H]([C@H]([C@H]([C@@H]1N2C=C(C(=O)NC2=O)F)O)O)CO,Uridine
512178,CNC1=CN(C(=O)NC1=O)[C@@H]2C[C@@H]([C@H]([C@H]2O)O)CO,Uridine
512179,C1[C@@H]([C@H]([C@H]([C@@H]1N2C=C(C(=O)NC2=O)CO)O)O)CO,Uridine
512299,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=NC2=O)N)C=CBr)CO)O,Uridine
512603,CCC1=CC(=C(C=C1F)F)[C@H]2C[C@@H]([C@H](O2)CO)O,Uridine
512668,C1[C@@H]([C@H](O[C@H]1N2C(=O)NC(=O)C(=N2)C=CBr)CO)O,Uridine
513276,C1[C@@H]([C@H](O[C@H]1C2=C(C=C(C(=C2)C#CBr)F)F)CO)O,Uridine
513278,C=CC1=CC(=C(C=C1F)F)[C@H]2C[C@@H]([C@H](O2)CO)O,Uridine
514172,C1=C(C(=O)NC(=O)N1C2[C@@H]([C@@H]([C@H](O2)CO)O)O)C#N,Uridine
514803,C=CC1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)F,Uridine
514811,C1COC2=NC(=O)N(C=C21)[C@H]3C[C@@H]([C@H](O3)CO)O,Uridine
514817,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)CCCl)CCl)O,Uridine
514818,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)CCBr)CBr)O,Uridine
514819,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)CCI)CI)O,Uridine
515083,C1C(C(OC1N2C=CC(=O)NC2=O)CO)O[N+](=O)[O-],Uridine
515085,C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O[N+](=O)[O-],Uridine
515100,C1=C(C(=O)NC(=O)N1[C@H]2[C@H]([C@@H]([C@H](O2)CN)O)F)I,Uridine
515101,CC1=CN(C(=O)NC1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CN)O)F,Uridine
515105,C[C@@H]1[C@H]([C@@H]([C@@H](O1)N2C=CC(=NC2=O)N)F)O,Uridine
515108,CC1=CN(C(=O)NC1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CS)O)F,Uridine
515109,C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CN)F,Uridine
515110,CC1=CN(C(=O)NC1=O)[C@H]2CC[C@H](O2)CN,Uridine
516086,CSC1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)SN=C2,Uridine
533841,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CN=[N+]=[N-])O,Uridine
539847,C1=NN2C(=O)NC(=O)N=C2N1C3C(C(C(O3)CO)O)O,Uridine
542606,CSC1=NC(=O)N(C=C1F)C2CC(C(O2)CO)O,Uridine
575859,CCC1=CN(C(=O)N=C1OC(F)F)C2CC(C(O2)CO)O,Uridine
588153,CC1=CN(C(=O)N=C1OC)C2CC(C(O2)CO)O,Uridine
641066,CCOC1=NC(=O)C(=CN1[C@H]2C[C@@H]([C@H](O2)CO)F)C,Uridine
685002,C1=C(C(=NC(=O)N1[C@H]2[C@@H]([C@H]([C@H](O2)CO)O)O)N)Br,Uridine
688101,C1=CN(C(=O)NC1=S)[C@H]2[C@@H]([C@@H]([C@@H](O2)CO)O)O,Uridine
688436,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@@H](O2)CCl)O)O,Uridine
688477,C[C@H]1[C@H]([C@H]([C@@H](O1)N2C=C(C(=O)NC2=O)F)O)O,Uridine
