cid,isosmiles,Type,MLOGP,ALOGP,ESOL,Canonical_smis
451452,CCC1=CN(C(=O)NC1=O)[C@H]2CC[C@H](O2)CO,Thymidine,0.520706012,-0.1428,-1.359386618,CCc1cn([C@H]2CC[C@@H](CO)O2)c(=O)[nH]c1=O
452166,C1C[C@@H](O[C@@H]1CO)N2C=C(C(=O)NC2=O)Cl,Thymidine,0.497240012,-0.6767,-1.319293342,O=c1[nH]c(=O)n([C@H]2CC[C@@H](CO)O2)cc1Cl
455171,C1[C@@H](O[C@@H](S1)CO)N2C=C(C(=O)NC2=O)Cl,Thymidine,0.193854677,-0.2755,-1.429456795,O=c1[nH]c(=O)n([C@H]2CS[C@@H](CO)O2)cc1Cl
499785,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)N,Thymidine,-1.12596284,-3.1039,-0.228149615,Cc1cn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2N)c(=O)[nH]c1=O
10125531,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)/C=C/C(=O)O)CO)O,Thymidine,-0.8089989,-1.6517,-0.534632825,O=C(O)/C=C/c1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
10922698,CC1=CN(C(=O)NC1=O)[C@H]2C[C@H]([C@H](O2)CO)N,Thymidine,-0.529895535,-1.5273,-0.56590225,Cc1cn([C@H]2C[C@@H](N)[C@@H](CO)O2)c(=O)[nH]c1=O
10956375,C1[C@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)Cl)CO)O,Thymidine,-0.261895535,-1.3154,-0.853839123,O=c1[nH]c(=O)n([C@H]2C[C@@H](O)[C@@H](CO)O2)cc1Cl
12803287,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O,Thymidine,-1.12596284,-2.8143,-0.308796563,Cc1cn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O
14825075,C1=CC(=C[N+](=C1)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)F)C(=O)N,Thymidine,-0.507916531,-0.9208,-0.786516854,NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)c1
70700658,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)N=[N+]=[N-],Thymidine,-1.300330202,na,-0.724518475,Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2N=[N+]=[N-])c(=O)[nH]c1=O
264088,CC1=CN(C(=O)NC1=O)C2CC3C(O2)CO3,Thymidine,0.229240012,-0.4712,-1.233241678,Cc1cn(C2CC3OCC3O2)c(=O)[nH]c1=O
451825,C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)CN=[N+]=[N-])O,Thymidine,-0.872890904,na,-0.914427603,[N-]=[N+]=NC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)C[C@@H]1O
451833,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)OCC(=O)O,Thymidine,-0.723091448,-1.1597,-0.693332743,Cc1cn([C@H]2C[C@H](OCC(=O)O)[C@@H](CO)O2)c(=O)[nH]c1=O
452055,CC1=CN(C(=O)NC1=O)[C@H]2C[C@H]([C@H](O2)CO)C#N,Thymidine,-0.32879476,-1.0302,-0.975313079,Cc1cn([C@H]2C[C@@H](C#N)[C@@H](CO)O2)c(=O)[nH]c1=O
452277,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@](O2)(CO)C#N)O,Thymidine,-1.077124099,-1.4375,-0.599224362,Cc1cn([C@H]2C[C@H](O)[C@@](C#N)(CO)O2)c(=O)[nH]c1=O
453016,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)COC(=O)C)F,Thymidine,0.90124071,0.0814,-1.705054507,CC(=O)OC[C@H]1O[C@@H](n2cc(C)c(=O)[nH]c2=O)C[C@@H]1F
453631,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H](C(O2)(CO)CO)O,Thymidine,-0.986758875,-1.9209,-0.315519549,Cc1cn([C@H]2C[C@H](O)C(CO)(CO)O2)c(=O)[nH]c1=O
453656,C1[C@@H]([C@](O[C@H]1N2C=CC(=O)NC2=O)(CO)C#N)O,Thymidine,-1.368590099,-1.8839,-0.254108227,N#C[C@]1(CO)O[C@@H](n2ccc(=O)[nH]c2=O)C[C@@H]1O
454243,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H](C(O2)[C@H](CO)O)N=[N+]=[N-],Thymidine,-1.008864202,na,-0.945201877,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])C([C@@H](O)CO)O2)c(=O)[nH]c1=O
464364,CSC1=NC(=O)N(C=C1)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-],Thymidine,-0.236497551,na,-1.786775179,CSc1ccn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)n1
469088,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)CCO)CO)N=[N+]=[N-],Thymidine,-1.008864202,na,-0.845757076,[N-]=[N+]=N[C@H]1C[C@H](n2cc(CCO)c(=O)[nH]c2=O)O[C@@H]1CO
469089,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)CCON)CO)N=[N+]=[N-],Thymidine,-0.920404292,na,-0.831178642,[N-]=[N+]=N[C@H]1C[C@H](n2cc(CCON)c(=O)[nH]c2=O)O[C@@H]1CO
483923,CCC(C)C1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](S2)CO)O,Thymidine,0.667561117,0.6712,-1.917280767,CCC(C)c1cn([C@H]2C[C@H](O)[C@@H](CO)S2)c(=O)[nH]c1=O
483926,C=CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](S2)CO)O,Thymidine,0.024340787,-0.4275,-1.23486673,C=Cc1cn([C@H]2C[C@H](O)[C@@H](CO)S2)c(=O)[nH]c1=O
483927,CC(=C)C1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](S2)CO)O,Thymidine,0.305381456,0.0189,-1.577571139,C=C(C)c1cn([C@H]2C[C@H](O)[C@@H](CO)S2)c(=O)[nH]c1=O
483937,C1[C@@H]([C@H](S[C@H]1N2C=C(C(=O)NC2=O)CCCl)CO)O,Thymidine,0.395746681,-0.0589,-1.727272286,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)S2)cc1CCCl
483943,COC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](S2)CO)O,Thymidine,-0.667895535,-1.438,-0.730247925,COc1cn([C@H]2C[C@H](O)[C@@H](CO)S2)c(=O)[nH]c1=O
483945,C1[C@@H]([C@H](S[C@H]1N2C=C(C(=O)NC2=O)Cl)CO)O,Thymidine,0.091240012,-0.5707,-1.369998542,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)S2)cc1Cl
484779,C1[C@H](S[C@H]([C@@H]1F)N2C=CC(=O)NC2=O)CO,Thymidine,0.44510204,-0.1926,-1.439634358,O=c1ccn([C@@H]2S[C@H](CO)C[C@H]2F)c(=O)[nH]1
511984,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(=C(Cl)Cl)F)CO)O,Thymidine,0.624821101,-0.5216,-1.941888831,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)=C(Cl)Cl
515103,C[C@@H]1[C@H]([C@@H]([C@@H](O1)N2C=C(C(=O)NC2=O)I)F)O,Thymidine,0.930448694,-0.3397,-2.287096419,C[C@H]1O[C@@H](n2cc(I)c(=O)[nH]c2=O)[C@@H](F)[C@@H]1O
587457,C1C(C(OC1C2=CNC(=O)NC2=O)CO)O,Thymidine,-1.23928087,-2.3591,0.020726207,O=c1[nH]cc(C2CC(O)C(CO)O2)c(=O)[nH]1
641065,CCOC1=NC(=O)C=CN1[C@H]2C[C@@H]([C@H](O2)CO)F,Thymidine,1.474448694,1.037,-1.826348081,CCOc1nc(=O)ccn1[C@H]1C[C@H](F)[C@@H](CO)O1
2982085,C1CC(OC1)N2C=C(C(=O)NC2=O)Br,Thymidine,1.11910204,-0.082,-1.971200961,O=c1[nH]c(=O)n(C2CCCO2)cc1Br
3005556,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(C(Br)I)O)CO)O,Thymidine,-0.041383094,-0.3658,-2.385090612,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(O)C(Br)I
3505393,C1C(C(OC1N2C=CC(=S)NC2=O)CO)O,Thymidine,-0.480145323,-0.785,-0.870031275,O=c1[nH]c(=S)ccn1C1CC(O)C(CO)O1
5271958,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(CO)O)CO)O,Thymidine,-1.725766893,-2.8391,0.309936168,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(O)CO
5274085,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)/C=C/Br)CO)F,Thymidine,0.983195892,-0.0934,-2.150277278,O=c1[nH]c(=O)n([C@H]2C[C@H](F)[C@@H](CO)O2)cc1/C=C/Br
9877929,C1[C@H](O[C@H]([C@@H]1N)N2C=CC(=O)NC2=O)CO,Thymidine,-0.83328087,-2.1669,-0.173335175,N[C@@H]1C[C@@H](CO)O[C@H]1n1ccc(=O)[nH]c1=O
9992804,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)F)CON)O,Thymidine,-0.34831995,-2.0636,-0.466288597,NOC[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)C[C@@H]1O
10015599,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)Cl)C=O)F,Thymidine,0.553996308,-0.1191,-1.59299856,O=C[C@H]1O[C@@H](n2cc(Cl)c(=O)[nH]c2=O)C[C@@H]1F
10083846,CS[C@H]1C[C@@H](O[C@@H]1CO)N2C=CC(=O)NC2=O,Thymidine,0.229240012,-0.5309,-1.208934412,CS[C@H]1C[C@H](n2ccc(=O)[nH]c2=O)O[C@@H]1CO
10085104,CCOC1=NC(=O)C=CN1[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-],Thymidine,0.533960431,na,-1.607931305,CCOc1nc(=O)ccn1[C@H]1C[C@H](N=[N+]=[N-])[C@@H](CO)O1
10333430,CCS[C@H]1C[C@@H](O[C@@H]1CO)N2C=CC(=O)NC2=O,Thymidine,0.520706012,-0.1821,-1.431472414,CCS[C@H]1C[C@H](n2ccc(=O)[nH]c2=O)O[C@@H]1CO
10445070,CCOC1=NC(=O)C=CN1[C@H]2C[C@@H]([C@H](O2)CO)N,Thymidine,0.573570465,-0.1926,-1.081845709,CCOc1nc(=O)ccn1[C@H]1C[C@H](N)[C@@H](CO)O1
10754975,C1[C@@H]([C@](O[C@H]1N2C=CC(=O)NC2=O)(CO)CCl)O,Thymidine,-0.238429535,-1.1637,-0.988372526,O=c1ccn([C@H]2C[C@H](O)[C@](CO)(CCl)O2)c(=O)[nH]1
10780244,COCC#CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,Thymidine,-0.524268995,-1.3295,-0.765297938,COCC#Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
10848780,C1[C@@H](C(O[C@H]1N2C=CC(=O)NC2=O)(CO)CO)O,Thymidine,-1.278224874,-2.3673,0.029596586,O=c1ccn([C@H]2C[C@H](O)C(CO)(CO)O2)c(=O)[nH]1
12151656,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CON)O)F,Thymidine,-0.319103353,-1.3533,-0.731004972,Cc1cn([C@@H]2O[C@H](CON)[C@@H](O)[C@H]2F)c(=O)[nH]c1=O
13387404,CCOC[C@@H]1[C@H](C[C@@H](O1)N2C=C(C(=O)NC2=O)C(F)(F)F)O,Thymidine,0.715186326,-0.0243,-1.874491457,CCOC[C@H]1O[C@@H](n2cc(C(F)(F)F)c(=O)[nH]c2=O)C[C@@H]1O
14351078,CC[C@@H]1[C@H](C[C@@H](O1)N2C=C(C(=O)NC2=O)C)O,Thymidine,0.520706012,0.1742,-1.532349152,CC[C@H]1O[C@@H](n2cc(C)c(=O)[nH]c2=O)C[C@@H]1O
14376122,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)SC(F)(F)F)CO)O,Thymidine,0.171313147,0.6983,-1.948288925,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1SC(F)(F)F
14484797,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(C(O)I)Br)CO)O,Thymidine,-0.041383094,-0.2222,-2.318310079,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(Br)C(O)I
15742010,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)Cl)CI)O,Thymidine,1.069746681,0.565,-2.689976149,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CI)O2)cc1Cl
15928623,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)/C=C/[N+](=O)[O-],Thymidine,-1.172496841,-2.5102,-0.271436767,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1/C=C/[N+](=O)[O-]
16080049,CC1=CN(C(=O)NC1=O)[C@H]2[C@H]([C@@H](C(O2)(CO)CO)O)O,Thymidine,-1.725766893,-2.6872,0.174796634,Cc1cn([C@@H]2OC(CO)(CO)[C@@H](O)[C@@H]2O)c(=O)[nH]c1=O
18633466,CCC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)C)O,Thymidine,0.520706012,0.1067,-1.516734152,CCc1cn([C@H]2C[C@H](O)[C@@H](C)O2)c(=O)[nH]c1=O
21139860,COC1C(C(=O)NC(=O)N1[C@H]2C[C@@H]([C@H](O2)CO)O)(F)Br,Thymidine,-0.738985289,-0.5495,-1.376717899,COC1N([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC(=O)C1(F)Br
21625759,COC1=CN(C(=S)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-],Thymidine,-0.707505569,na,-1.196649306,COc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=S)[nH]c1=O
23541118,C1[C@@H]([C@@](O[C@H]1N2C=CC(=O)NC2=O)(CN)CO)O,Thymidine,-1.278224874,-2.6569,0.110243534,NC[C@]1(CO)O[C@@H](n2ccc(=O)[nH]c2=O)C[C@@H]1O
24822456,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@](S2)(CO)OC)O,Thymidine,-0.644429535,-0.4744,-1.133012327,CO[C@]1(CO)S[C@@H](n2cc(C)c(=O)[nH]c2=O)C[C@@H]1O
24822457,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@](S2)(CO)C#N)O,Thymidine,-0.73479476,-0.6928,-1.112883944,Cc1cn([C@H]2C[C@H](O)[C@@](C#N)(CO)S2)c(=O)[nH]c1=O
24823117,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@](S2)(CO)N=[N+]=[N-])O,Thymidine,-0.975505569,na,-1.303485213,Cc1cn([C@H]2C[C@H](O)[C@](CO)(N=[N+]=[N-])S2)c(=O)[nH]c1=O
24823119,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@](S2)(CO)C#C)O,Thymidine,0.305381456,0.5554,-1.661680403,C#C[C@]1(CO)S[C@@H](n2cc(C)c(=O)[nH]c2=O)C[C@@H]1O
54070888,C1CC1C2=CN(C(=O)NC2=O)[C@H]3C[C@@H]([C@H](O3)CN=[N+]=[N-])O,Thymidine,0.0030011,na,-1.62951153,[N-]=[N+]=NC[C@H]1O[C@@H](n2cc(C3CC3)c(=O)[nH]c2=O)C[C@@H]1O
54263083,C1CC(O[C@H]1N2C=CC(=O)NC2=O)(CO)CO,Thymidine,-0.529895535,-1.7286,-0.433357797,O=c1ccn([C@H]2CCC(CO)(CO)O2)c(=O)[nH]1
54377788,C1CC1C2=CN(C(=O)NC2=O)[C@H]3C[C@@H]([C@H](O3)CN)O,Thymidine,0.042611134,-1.1909,-0.922645793,NC[C@H]1O[C@@H](n2cc(C3CC3)c(=O)[nH]c2=O)C[C@@H]1O
54555880,C1[C@@H]([C@H](S[C@H]1N2C=C(C(=O)NC2=O)N)CO)O,Thymidine,-0.97128087,-2.1361,-0.34942304,Nc1cn([C@H]2C[C@H](O)[C@@H](CO)S2)c(=O)[nH]c1=O
54558447,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)F)CO)N,Thymidine,-0.411990611,-2.0639,-0.471313252,N[C@H]1C[C@H](n2cc(F)c(=O)[nH]c2=O)O[C@@H]1CO
56606362,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CSCCO)O,Thymidine,0.042611134,-0.6239,-1.15137507,Cc1cn([C@H]2C[C@H](O)[C@@H](CSCCO)O2)c(=O)[nH]c1=O
56607506,C[C@@H]1[C@H](C[C@@H](O1)N2C=C(C(=O)NC2=O)C)N,Thymidine,0.229240012,-0.6391,-1.188704002,Cc1cn([C@H]2C[C@H](N)[C@@H](C)O2)c(=O)[nH]c1=O
57259416,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=O)NC2=O)F)O,Thymidine,0.079144936,-0.6222,-1.093031886,C[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](F)[C@@H]1O
59628352,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](S2)CO)O)F,Thymidine,-0.326855064,-0.7657,-0.986389552,O=c1ccn([C@@H]2S[C@H](CO)[C@@H](O)[C@H]2F)c(=O)[nH]1
67327211,CC1=CN(C(=O)NC1=O)[C@H]2[C@H]3[C@@H]([C@@](O2)(COCO3)CO)O,Thymidine,-1.038726223,-2.0693,-0.535030231,Cc1cn([C@@H]2O[C@@]3(CO)COCO[C@@H]2[C@@H]3O)c(=O)[nH]c1=O
69459168,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)N)I,Thymidine,-0.718758875,-2.4575,-0.922292131,N[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cc(I)c(=O)[nH]c1=O
86645125,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)/C=C/Br)CN)O,Thymidine,0.08924071,-1.323,-1.407376438,NC[C@H]1O[C@@H](n2cc(/C=C/Br)c(=O)[nH]c2=O)C[C@@H]1O
86751178,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)N=[N+]=[N-])I,Thymidine,-0.740864202,na,-1.71910537,[N-]=[N+]=N[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n1cc(I)c(=O)[nH]c1=O
90673699,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)OCC(=O)O)CO)O,Thymidine,-1.46695675,-2.5132,0.02758756,O=C(O)COc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
121006761,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)C(C(=O)CCl)O)O,Thymidine,-0.524268995,-0.8086,-1.146826267,Cc1cn([C@H]2C[C@H](O)[C@@H](C(O)C(=O)CCl)O2)c(=O)[nH]c1=O
121015029,C=C(C1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O)C(F)(F)F,Thymidine,0.356821101,-0.2697,-1.709809774,C=C(c1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O)C(F)(F)F
121487031,CN(C)C1=NC(=O)N(C=C1COC)[C@H]2CC([C@H](O2)CO)O,Thymidine,-0.02790377,-0.929,-0.985568425,COCc1cn([C@H]2CC(O)[C@@H](CO)O2)c(=O)nc1N(C)C
121487058,C[C@@]1(C[C@@H](O[C@@H]1CI)N2C=CC(=O)NC2=O)O,Thymidine,0.801746681,0.4013,-2.426842356,C[C@]1(O)C[C@H](n2ccc(=O)[nH]c2=O)O[C@@H]1CI
121487059,C[C@H]1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)C=C)O,Thymidine,0.430340787,-0.1758,-1.333204199,C=C[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@@H](C)[C@@H]1O
121487067,C#CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)F)F,Thymidine,0.711381456,0.5169,-1.643988399,C#Cc1cn([C@@H]2O[C@H](CO)[C@@H](F)[C@H]2F)c(=O)[nH]c1=O
121487074,C1[C@@H](O[C@@H](C1C(F)(F)F)CO)N2C=CC(=O)NC2=O,Thymidine,0.662448694,-0.5746,-1.633823617,O=c1ccn([C@H]2CC(C(F)(F)F)[C@@H](CO)O2)c(=O)[nH]1
121487082,C1C[C@](O[C@H]1N2C=CC(=O)NC2=O)(CO)C(O)O,Thymidine,-0.872224874,-2.0683,-0.21390488,O=c1ccn([C@H]2CC[C@](CO)(C(O)O)O2)c(=O)[nH]1
121487083,C1C[C@@](O[C@H]1N2C=CC(=O)NC2=O)(CO)C(O)O,Thymidine,-0.872224874,-2.0683,-0.21390488,O=c1ccn([C@H]2CC[C@@](CO)(C(O)O)O2)c(=O)[nH]1
121487089,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=S)NC2=O)SC(F)(F)F)CO)O,Thymidine,0.524448694,1.5974,-2.519644477,O=c1[nH]c(=S)c(SC(F)(F)F)cn1[C@H]1C[C@H](O)[C@@H](CO)O1
121487090,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)SC(F)(F)F)CO)Cl,Thymidine,1.206741482,1.9019,-2.865247803,O=c1[nH]c(=O)n([C@H]2C[C@H](Cl)[C@@H](CO)O2)cc1SC(F)(F)F
121487093,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)/C=C/[N+](=O)[O-])CO)O,Thymidine,-0.44895675,-1.7439,-0.758174703,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1/C=C/[N+](=O)[O-]
121487110,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H](C([C@H](O2)CO)CF)O,Thymidine,-0.096686853,-1.0363,-1.030724138,Cc1cn([C@@H]2O[C@H](CO)C(CF)[C@H]2O)c(=O)[nH]c1=O
121487125,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)[C@H](CBr)N=[N+]=[N-])CO)O,Thymidine,-0.590828732,na,-1.693725188,[N-]=[N+]=N[C@@H](CBr)c1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
121487128,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)[C@@H](CBr)N=[N+]=[N-])CO)O,Thymidine,-0.590828732,na,-1.693725188,[N-]=[N+]=N[C@H](CBr)c1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
121487129,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)[C@@H](CCl)N=[N+]=[N-])CO)O,Thymidine,-0.727823532,na,-1.32532128,[N-]=[N+]=N[C@H](CCl)c1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
121487130,C[C@H](C1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O)N=[N+]=[N-],Thymidine,-1.008864202,na,-0.945201877,C[C@@H](N=[N+]=[N-])c1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
121487134,C1[C@@H](O[C@@H](C1(CO)[N+](=O)[O-])CO)N2C=CC(=O)NC2=O,Thymidine,-0.650057525,-1.718,-0.526748989,O=c1ccn([C@H]2CC(CO)([N+](=O)[O-])[C@@H](CO)O2)c(=O)[nH]1
121487278,C1[C@@H](O[C@@H](C1CO)CO)N2C=C(C(=O)NC2=O)Cl,Thymidine,0.029570465,-1.5775,-0.902090592,O=c1[nH]c(=O)n([C@H]2CC(CO)[C@@H](CO)O2)cc1Cl
121487283,C[C@]1([C@H](C[C@@H](S1)N2C=CC(=O)NC2=O)O)CO,Thymidine,-0.176759988,-0.7344,-1.106864749,C[C@]1(CO)S[C@@H](n2ccc(=O)[nH]c2=O)C[C@@H]1O
121487309,CC1=CN(C(=O)NC1=O)[C@H]2C(C[C@H](O2)CO)CC=C,Thymidine,0.983195892,0.3714,-1.736900014,C=CCC1C[C@@H](CO)O[C@H]1n1cc(C)c(=O)[nH]c1=O
121487353,C1[C@@H](O[C@@H](C1O)CO)N2C=C(C(=S)NC2=O)/C=C/Br,Thymidine,0.442376257,-0.1343,-2.059378938,O=c1[nH]c(=S)c(/C=C/Br)cn1[C@H]1CC(O)[C@@H](CO)O1
121487358,C1[C@@H]([C@](O[C@H]1N2C=CC(=O)NC2=O)(CO)CS)O,Thymidine,-0.529895535,-1.396,-0.681505994,O=c1ccn([C@H]2C[C@H](O)[C@](CO)(CS)O2)c(=O)[nH]1
121487388,C1=C(C(=O)NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)CC(=O)NO,Thymidine,-2.052496841,-3.8099,0.548734289,O=C(Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O)NO
121487431,C1[C@@H](O[C@@H](C1NO)CO)N2C=CC(=O)NC2=O,Thymidine,-0.769610209,-2.1045,-0.203149341,O=c1ccn([C@H]2CC(NO)[C@@H](CO)O2)c(=O)[nH]1
121487447,CCC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@@](O2)(C)CO)O,Thymidine,0.042611134,-0.5765,-1.180792941,CCc1cn([C@H]2C[C@H](O)[C@@](C)(CO)O2)c(=O)[nH]c1=O
121487458,C[C@@H]1C[C@H]([C@@H](O1)N2C=C(C(=O)NC2=O)C)OC,Thymidine,0.520706012,-0.1342,-1.522077948,CO[C@@H]1C[C@@H](C)O[C@H]1n1cc(C)c(=O)[nH]c1=O
121487519,C=CCSC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,Thymidine,0.220245909,-0.8212,-1.163298649,C=CCSc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
121487526,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)I)CO)N,Thymidine,0.029570465,-1.6912,-1.414764647,N[C@H]1C[C@H](n2cc(I)c(=O)[nH]c2=O)O[C@@H]1CO
121487527,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)Br)CO)N,Thymidine,-0.114774013,-1.521,-1.129469429,N[C@H]1C[C@H](n2cc(Br)c(=O)[nH]c2=O)O[C@@H]1CO
121487537,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@](S2)(CO)C=C)O,Thymidine,0.305381456,-0.02,-1.568572272,C=C[C@]1(CO)S[C@@H](n2cc(C)c(=O)[nH]c2=O)C[C@@H]1O
121487889,C1[C@@H]([C@H](S[C@H]1N2C=NC(=O)NC2=O)CO)O,Thymidine,-0.338489134,-0.3702,-1.010203873,O=c1ncn([C@H]2C[C@H](O)[C@@H](CO)S2)c(=O)[nH]1
